loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,has_default_history
10206,3083,mortgage,5000000,9.87,paid,no
10207,3084,mortgage,2000000,12.27,active,no
10208,3085,mortgage,2000000,15.63,active,no
10209,3086,mortgage,200000,13.1,defaulted,no
10210,3087,mortgage,2000000,15.24,active,no
10211,3088,mortgage,200000,12.64,active,no
10212,3089,mortgage,1000000,14.78,paid,no
10213,3090,mortgage,5000000,11.11,active,no
10214,3091,mortgage,200000,15.02,defaulted,no
10215,3095,mortgage,500000,11.71,active,no
10216,3097,mortgage,100000,12.97,active,no
10217,3098,mortgage,100000,9.91,active,no
10218,3104,mortgage,500000,15.86,active,no
10219,3107,mortgage,50000,14.11,defaulted,no
10220,3110,mortgage,50000,15.37,paid,no
10221,3111,mortgage,50000,10.16,active,no
10222,3112,personal,5000000,9.04,active,no
10223,3117,mortgage,50000,11.2,paid,no
10224,3120,personal,1000000,12.63,paid,no
10225,3123,mortgage,500000,14.92,active,no
10226,3124,mortgage,100000,11.68,paid,no
10227,3125,mortgage,500000,10.66,paid,no
10228,3127,mortgage,100000,11.48,paid,no
10229,3128,mortgage,50000,14.13,active,no
10230,3131,mortgage,1000000,11.19,defaulted,no
10231,3132,mortgage,200000,16.33,active,no
10232,3140,mortgage,200000,9.9,paid,no
10233,3150,mortgage,2000000,14.52,active,no
10234,3153,mortgage,50000,13.21,defaulted,no
10235,3155,mortgage,50000,10.36,active,no
10236,3161,mortgage,500000,14.53,active,no
10237,3166,mortgage,1000000,12.08,active,no
10238,3168,mortgage,1000000,13.96,active,no
10239,3178,personal,500000,13.8,defaulted,no
10240,3179,personal,1000000,9.39,defaulted,no
10241,3190,mortgage,5000000,15.22,active,no
10242,3197,personal,5000000,13.95,active,no
10243,3199,mortgage,1000000,14.74,active,no
10244,3202,mortgage,5000000,12.08,active,no
10245,3207,mortgage,200000,10.06,paid,no
10246,3208,mortgage,1000000,11.11,paid,no
10247,3213,mortgage,5000000,15.71,active,no
10248,3214,mortgage,50000,16.0,active,no
10249,3221,mortgage,200000,12.35,paid,no
10250,3226,mortgage,50000,10.89,active,no
10251,3236,mortgage,50000,14.34,active,no
10252,3237,mortgage,5000000,14.63,active,no
10253,3239,mortgage,5000000,15.02,active,no
10254,3248,mortgage,500000,8.75,active,no
10255,3249,mortgage,2000000,8.58,defaulted,no
10256,3251,mortgage,1000000,11.36,active,no
10257,3252,mortgage,1000000,9.72,paid,no
10258,3260,mortgage,1000000,14.94,active,no
10259,3262,mortgage,1000000,12.76,active,no
10260,3264,mortgage,5000000,15.1,active,no
10261,3268,mortgage,200000,9.92,active,no
10262,3269,personal,100000,13.52,active,no
10263,3275,mortgage,50000,13.14,paid,no
10264,3283,mortgage,2000000,11.22,paid,no
10265,3288,mortgage,2000000,12.64,defaulted,no
10266,3290,mortgage,100000,13.21,active,no
10267,3296,mortgage,100000,15.62,active,no
10268,3297,personal,100000,8.95,active,no
10269,3299,mortgage,5000000,15.09,active,no
10270,3304,mortgage,200000,16.34,active,no
10271,3314,mortgage,100000,14.35,paid,no
10272,3319,mortgage,200000,14.4,active,no
10273,3326,mortgage,5000000,10.24,paid,no
10274,3331,mortgage,500000,12.68,active,no
10275,3333,mortgage,500000,14.15,active,no
10276,3337,mortgage,2000000,13.32,active,no
10277,3343,mortgage,500000,11.58,active,no
10278,3344,mortgage,200000,16.02,defaulted,no
10279,3351,personal,200000,12.61,paid,no
10280,3355,mortgage,50000,16.26,paid,no
10281,3358,mortgage,100000,13.01,defaulted,no
10282,3360,mortgage,1000000,14.85,active,no
10283,3361,mortgage,1000000,14.44,active,no
10284,3363,mortgage,100000,13.79,paid,no
10285,3365,mortgage,1000000,8.62,active,no
10286,3366,mortgage,1000000,9.12,active,no
10287,3385,mortgage,5000000,13.15,active,no
10288,3391,mortgage,1000000,15.79,active,no
10289,3395,mortgage,2000000,13.31,paid,no
10290,3402,mortgage,200000,10.39,active,no
10291,3405,mortgage,200000,11.06,active,no
10292,3417,mortgage,200000,13.49,active,no
10293,3421,mortgage,100000,13.28,active,no
10294,3422,mortgage,500000,16.15,paid,no
10295,3423,mortgage,2000000,12.73,active,no
10296,3428,personal,2000000,11.34,active,no
10297,3440,mortgage,1000000,12.7,active,no
10298,3448,personal,50000,14.79,active,no
10299,3456,mortgage,200000,12.82,active,no
10300,3458,mortgage,5000000,11.11,paid,no
10301,3459,mortgage,2000000,11.21,active,no
10302,3461,mortgage,2000000,14.55,active,no
10303,3464,mortgage,50000,9.03,paid,no
10304,3471,mortgage,1000000,10.7,paid,no
10305,3473,mortgage,2000000,9.72,active,no
10306,3475,mortgage,2000000,16.06,active,no
10307,3480,mortgage,500000,9.22,active,no
10308,3481,mortgage,50000,14.57,active,no
10309,3483,mortgage,5000000,13.54,active,no
10310,3484,mortgage,5000000,13.56,active,no
10311,3485,mortgage,1000000,14.61,active,no
10312,3486,mortgage,1000000,11.7,paid,no
10313,3487,mortgage,200000,11.71,paid,no
10314,3492,mortgage,500000,10.81,active,no
10315,3498,mortgage,1000000,13.28,active,no
10316,3500,mortgage,500000,15.94,active,no
10317,3509,mortgage,200000,15.89,active,no
10318,3511,mortgage,5000000,14.12,active,no
10319,3521,mortgage,50000,15.75,paid,no
10320,3535,mortgage,2000000,16.21,active,no
10321,3538,mortgage,2000000,14.86,active,no
10322,3540,mortgage,100000,11.76,active,no
10323,3541,mortgage,100000,12.37,paid,no
10324,3542,mortgage,100000,15.95,paid,no
10325,3548,mortgage,2000000,13.86,paid,no
10326,3550,mortgage,500000,15.07,active,no
10327,3555,mortgage,100000,9.43,paid,no
10328,3556,personal,50000,10.05,paid,no
10329,3557,mortgage,1000000,11.25,active,no
10330,3574,mortgage,500000,10.01,active,no
10331,3577,personal,2000000,15.75,paid,no
10332,3579,personal,50000,10.24,defaulted,no
10333,3582,mortgage,5000000,12.96,defaulted,no
10334,3583,mortgage,2000000,9.18,active,no
10335,3585,mortgage,500000,9.74,defaulted,no
10336,3590,mortgage,500000,10.48,active,no
10337,3591,mortgage,500000,16.36,active,no
10338,3602,mortgage,200000,14.88,defaulted,no
10339,3604,mortgage,1000000,13.89,paid,no
10340,3605,mortgage,100000,15.83,paid,no
10341,3608,mortgage,200000,16.15,paid,no
10342,3611,mortgage,1000000,12.13,paid,no
10343,3613,mortgage,2000000,11.12,active,no
10344,3614,mortgage,100000,11.02,defaulted,no
10345,3619,mortgage,5000000,8.79,defaulted,no
10346,3620,mortgage,200000,10.74,active,no
10347,3621,mortgage,200000,11.34,active,no
10348,3623,mortgage,50000,8.8,active,no
10349,3624,mortgage,5000000,15.56,paid,no
10350,3625,mortgage,5000000,15.28,paid,no
10351,3629,mortgage,200000,10.51,defaulted,no
10352,3632,mortgage,500000,14.92,active,no
10353,3639,mortgage,2000000,14.87,paid,no
10354,3641,mortgage,5000000,11.18,paid,no
10355,3648,mortgage,200000,14.08,active,no
10356,3650,mortgage,500000,10.82,active,no
10357,3659,mortgage,1000000,9.06,active,no
10358,3664,personal,1000000,12.54,paid,no
10359,3671,mortgage,5000000,12.01,paid,no
10360,3673,mortgage,500000,9.61,paid,no
10361,3675,mortgage,50000,12.42,active,no
10362,3677,mortgage,50000,16.1,active,no
10363,3679,mortgage,1000000,14.35,paid,no
10364,3681,mortgage,2000000,14.41,active,no
10365,3683,mortgage,200000,14.56,active,no
10366,3688,mortgage,5000000,14.46,active,yes
10367,3689,mortgage,5000000,8.66,active,no
10368,3692,mortgage,1000000,15.9,paid,no
10369,3703,mortgage,1000000,15.14,paid,no
10370,3713,mortgage,500000,10.7,active,no
10371,3721,mortgage,50000,12.92,paid,no
10372,3727,mortgage,2000000,13.42,active,no
10373,3738,mortgage,500000,9.56,active,no
10374,3739,mortgage,1000000,10.53,paid,no
10375,3745,personal,100000,8.69,active,no
10376,3747,mortgage,200000,15.41,active,no
10377,3750,mortgage,1000000,8.7,paid,no
10378,3752,mortgage,500000,11.05,active,no
10379,3762,mortgage,100000,9.13,active,no
10380,3785,mortgage,100000,14.75,active,no
10381,3786,personal,1000000,15.9,defaulted,no
10382,3787,mortgage,2000000,13.0,active,no
10383,3796,mortgage,50000,9.62,active,no
10384,3797,mortgage,100000,12.97,paid,no
10385,3800,mortgage,5000000,14.66,paid,no
10386,3807,personal,200000,14.25,active,no
10387,3815,mortgage,500000,14.43,active,no
10388,3821,mortgage,500000,10.73,active,no
10389,3829,mortgage,500000,9.09,active,no
10390,3831,mortgage,5000000,9.69,active,no
10391,3834,mortgage,1000000,16.14,active,no
10392,3843,mortgage,500000,13.41,active,no
10393,3845,mortgage,5000000,14.32,active,no
10394,3848,mortgage,500000,15.69,active,no
10395,3859,mortgage,200000,15.32,defaulted,no
10396,3873,personal,5000000,10.25,active,no
10397,3877,mortgage,50000,8.96,active,no
10398,3879,mortgage,2000000,15.9,paid,no
10399,3880,mortgage,1000000,16.35,active,no
10400,3890,mortgage,1000000,13.04,active,no
10401,3901,mortgage,500000,15.61,paid,no
10402,3910,mortgage,200000,10.35,active,no
10403,3913,mortgage,100000,9.39,active,no
10404,3917,mortgage,5000000,12.5,paid,no
10405,3924,personal,500000,14.99,active,no
10406,3925,mortgage,5000000,13.74,paid,no
10407,3927,mortgage,500000,13.6,paid,no
10408,3929,mortgage,1000000,8.64,active,no
10409,3935,mortgage,1000000,11.04,paid,no
10410,3946,mortgage,500000,16.02,defaulted,no
10411,3954,mortgage,1000000,9.57,active,no
10412,3957,mortgage,200000,14.31,paid,no
10413,3962,mortgage,100000,14.57,active,no
10414,3969,mortgage,100000,14.36,active,no
10415,3971,mortgage,5000000,16.41,active,no
10416,3977,mortgage,100000,11.77,active,no
10417,3982,mortgage,5000000,13.96,active,no
10418,3991,mortgage,500000,10.05,active,no
10419,3995,mortgage,2000000,11.7,defaulted,no
10420,3997,mortgage,500000,12.43,active,no
10421,3999,mortgage,500000,10.22,active,no
10422,4008,mortgage,200000,15.75,active,no
10423,4010,mortgage,100000,14.23,defaulted,no
10424,4029,mortgage,1000000,10.77,active,no
10425,4032,mortgage,1000000,9.58,paid,no
10426,4035,mortgage,50000,10.8,paid,no
10427,4046,mortgage,50000,13.48,active,no
10428,4051,mortgage,5000000,15.11,active,no
10429,4057,personal,2000000,12.53,active,no
10430,4060,mortgage,5000000,9.32,active,no
10431,4073,mortgage,1000000,10.49,active,no
10432,4085,mortgage,100000,11.26,active,no
10433,4091,mortgage,5000000,13.59,active,no
10434,4098,mortgage,500000,10.47,active,no
10435,4105,mortgage,1000000,10.37,active,no
10436,4107,mortgage,2000000,10.79,paid,no
10437,4110,mortgage,2000000,13.24,active,no
10438,4124,mortgage,1000000,12.44,active,no
10439,4125,mortgage,50000,15.23,defaulted,no
10440,4138,mortgage,100000,14.08,active,no
10441,4140,mortgage,1000000,13.83,active,no
10442,4142,personal,500000,9.74,active,no
10443,4143,mortgage,500000,8.94,paid,no
10444,4155,mortgage,200000,12.58,active,no
10445,4159,mortgage,500000,9.07,active,no
10446,4164,mortgage,1000000,11.41,active,no
10447,4165,mortgage,1000000,8.71,active,no
10448,4173,mortgage,500000,9.91,active,no
10449,4178,personal,50000,9.38,paid,no
10450,4179,mortgage,100000,14.91,active,no
10451,4182,mortgage,2000000,11.27,active,no
10452,4186,mortgage,1000000,9.13,active,no
10453,4187,mortgage,500000,10.62,defaulted,no
10454,4190,personal,2000000,13.96,defaulted,no
10455,4191,mortgage,500000,14.47,paid,no
10456,4199,mortgage,1000000,9.46,paid,no
10457,4200,mortgage,200000,14.73,active,no
10458,4202,mortgage,100000,11.46,paid,no
10459,4206,mortgage,1000000,13.94,active,no
10460,4225,mortgage,2000000,13.87,active,no
10461,4226,mortgage,500000,14.85,paid,no
10462,4227,mortgage,200000,14.08,defaulted,no
10463,4231,mortgage,5000000,8.81,active,no
10464,4234,mortgage,1000000,12.66,active,no
10465,4235,mortgage,100000,9.83,defaulted,no
10466,4240,mortgage,200000,16.26,active,no
10467,4241,mortgage,2000000,10.55,defaulted,no
10468,4243,personal,500000,11.86,paid,no
10469,4244,personal,50000,10.07,paid,no
10470,4245,mortgage,5000000,9.58,active,no
10471,4246,mortgage,5000000,13.31,active,no
10472,4248,mortgage,100000,12.45,active,no
10473,4262,mortgage,200000,11.5,paid,no
10474,4263,mortgage,1000000,9.18,paid,no
10475,4271,mortgage,1000000,14.39,active,no
10476,4273,mortgage,200000,8.55,paid,no
10477,4275,mortgage,1000000,12.16,paid,no
10478,4280,personal,5000000,13.56,defaulted,no
10479,4283,mortgage,5000000,11.95,active,no
10480,4286,mortgage,5000000,9.51,active,no
10481,4287,mortgage,200000,14.73,active,no
10482,4290,mortgage,100000,11.09,active,no
10483,4295,mortgage,5000000,9.58,defaulted,no
10484,4298,mortgage,1000000,12.9,active,no
10485,4300,mortgage,100000,8.65,defaulted,no
10486,4310,mortgage,500000,11.09,defaulted,no
10487,4313,mortgage,500000,14.51,active,no
10488,4321,mortgage,500000,15.8,paid,no
10489,4324,mortgage,500000,13.23,active,no
10490,4331,mortgage,1000000,10.24,paid,no
10491,4336,personal,200000,10.26,active,no
10492,4342,mortgage,1000000,13.33,defaulted,no
10493,4345,mortgage,2000000,11.75,active,no
10494,4351,mortgage,1000000,9.92,paid,no
10495,4354,mortgage,100000,14.8,paid,no
10496,4357,mortgage,200000,10.1,active,no
10497,4368,mortgage,5000000,11.07,active,no
10498,4375,mortgage,50000,8.99,active,no
10499,4379,mortgage,50000,14.11,active,no
10500,4384,personal,5000000,10.7,paid,no
10501,4386,mortgage,200000,10.36,active,no
10502,4388,mortgage,50000,10.93,defaulted,no
10503,4394,mortgage,200000,15.49,paid,no
10504,4395,mortgage,100000,12.64,active,no
10505,4396,mortgage,100000,9.76,active,no
10506,4397,mortgage,1000000,14.7,defaulted,no
10507,4399,mortgage,50000,10.17,active,no
10508,4400,mortgage,5000000,11.8,active,no
10509,4405,mortgage,200000,13.04,active,no
10510,4414,mortgage,100000,13.18,defaulted,no
10511,4421,personal,1000000,9.05,active,no
10512,4422,mortgage,50000,15.19,active,no
10513,4424,mortgage,50000,12.34,active,no
10514,4425,personal,50000,16.41,active,no
10515,4428,mortgage,100000,14.24,active,no
10516,4431,mortgage,100000,16.44,paid,no
10517,4432,mortgage,50000,12.13,active,no
10518,4438,mortgage,100000,9.63,paid,no
10519,4443,mortgage,50000,14.32,active,no
10520,4447,mortgage,500000,14.72,active,no
10521,4448,mortgage,100000,15.32,active,no
10522,4451,mortgage,200000,10.91,paid,no
10523,4459,mortgage,100000,12.59,paid,no
10524,4465,mortgage,50000,15.36,active,no
10525,4472,mortgage,200000,15.42,active,no
10526,4481,mortgage,1000000,8.71,paid,no
10527,4489,mortgage,200000,13.87,active,no
10528,4490,mortgage,200000,13.31,active,no
10529,4496,mortgage,100000,9.17,active,no
10530,4499,personal,2000000,15.94,active,no
10531,4504,mortgage,200000,12.06,active,no
10532,4510,mortgage,200000,13.89,active,no
10533,4511,mortgage,5000000,15.56,active,no
10534,4513,mortgage,50000,9.54,active,no
10535,4515,mortgage,100000,15.35,paid,no
10536,4516,mortgage,50000,14.29,active,no
10537,4524,mortgage,100000,15.22,active,no
10538,4527,mortgage,1000000,12.46,active,no
10539,4538,mortgage,2000000,8.77,paid,no
10540,4542,mortgage,200000,13.86,active,no
10541,4543,mortgage,5000000,11.5,paid,no
10542,4544,mortgage,100000,11.72,active,no
10543,4548,mortgage,200000,12.03,paid,no
10544,4554,mortgage,200000,12.44,active,no
10545,4557,mortgage,500000,13.8,active,no
10546,4566,mortgage,50000,14.31,paid,no
10547,4569,mortgage,2000000,14.71,active,no
10548,4577,mortgage,5000000,13.87,paid,no
10549,4582,mortgage,100000,14.93,active,no
10550,4583,mortgage,1000000,9.48,active,no
10551,4586,mortgage,2000000,15.19,paid,no
10552,4587,mortgage,500000,11.6,paid,no
10553,4592,mortgage,50000,12.73,paid,no
10554,4593,mortgage,1000000,11.97,active,no
10555,4614,mortgage,1000000,12.31,defaulted,no
10556,4626,mortgage,200000,10.78,active,no
10557,4629,personal,50000,9.86,active,no
10558,4639,mortgage,500000,9.34,active,no
10559,4640,mortgage,100000,12.11,defaulted,no
10560,4644,mortgage,100000,9.5,active,no
10561,4654,mortgage,500000,10.46,paid,no
10562,4656,mortgage,200000,9.57,active,no
10563,4659,mortgage,200000,9.37,active,no
10564,4661,mortgage,1000000,15.56,active,no
10565,4669,personal,50000,13.89,active,no
10566,4673,mortgage,1000000,15.89,active,no
10567,4674,mortgage,5000000,13.65,active,no
10568,4678,mortgage,5000000,15.25,active,no
10569,4685,mortgage,100000,12.94,active,yes
10570,4694,mortgage,500000,12.2,active,no
10571,4703,mortgage,50000,12.73,active,no
10572,4705,mortgage,500000,11.06,active,no
10573,4712,personal,50000,13.76,active,no
10574,4721,mortgage,2000000,15.68,active,no
10575,4725,mortgage,100000,14.76,active,no
10576,4727,mortgage,100000,12.2,active,no
10577,4730,personal,2000000,16.13,paid,no
10578,4734,personal,50000,16.38,active,no
10579,4744,mortgage,200000,12.44,defaulted,no
10580,4755,mortgage,50000,15.42,defaulted,no
10581,4756,mortgage,100000,8.54,paid,no
10582,4760,mortgage,5000000,9.03,paid,no
10583,4762,mortgage,500000,8.68,active,no
10584,4765,mortgage,1000000,14.69,paid,no
10585,4767,mortgage,500000,9.14,active,no
10586,4771,personal,100000,8.64,active,no
10587,4773,mortgage,500000,9.68,active,no
10588,4778,mortgage,200000,10.95,active,no
10589,4784,mortgage,200000,12.22,paid,no
10590,4785,mortgage,5000000,9.02,active,no
10591,4788,mortgage,50000,12.49,active,no
10592,4800,mortgage,500000,10.48,active,no
10593,4801,mortgage,500000,10.69,defaulted,no
10594,4803,mortgage,100000,15.08,active,no
10595,4804,mortgage,50000,16.4,active,no
10596,4808,mortgage,50000,12.21,defaulted,no
10597,4811,mortgage,500000,11.07,active,no
10598,4829,mortgage,1000000,15.95,paid,no
10599,4831,mortgage,500000,12.5,paid,no
10600,4835,mortgage,500000,14.34,active,no
10601,4837,mortgage,500000,11.81,active,no
10602,4846,personal,200000,10.12,active,no
10603,4847,mortgage,2000000,13.74,active,no
10604,4852,mortgage,50000,13.82,defaulted,no
10605,4854,mortgage,2000000,12.18,active,no
10606,4872,personal,200000,10.66,defaulted,no
10607,4873,mortgage,1000000,15.15,active,no
10608,4875,mortgage,100000,10.7,defaulted,no
10609,4876,mortgage,5000000,13.77,active,no
10610,4877,mortgage,1000000,11.57,active,no
10611,4881,mortgage,50000,12.28,active,no
10612,4885,mortgage,100000,10.19,active,no
10613,4893,mortgage,2000000,13.7,active,no
10614,4894,mortgage,1000000,10.31,active,no
10615,4898,mortgage,50000,12.39,active,no
10616,4901,personal,5000000,11.13,active,no
10617,4902,mortgage,5000000,16.21,active,no
10618,4907,mortgage,1000000,16.36,paid,no
10619,4911,personal,100000,14.53,paid,no
10620,4912,mortgage,100000,16.37,paid,no
10621,4915,mortgage,1000000,9.41,paid,no
10622,4920,mortgage,200000,16.44,paid,no
10623,4921,mortgage,1000000,9.33,active,no
10624,4922,mortgage,2000000,11.82,active,no
10625,4924,mortgage,1000000,10.41,active,no
10626,4926,mortgage,1000000,16.13,active,no
10627,4929,mortgage,200000,13.59,active,no
10628,4930,mortgage,500000,13.28,active,no
10629,4932,mortgage,100000,16.48,active,no
10630,4935,mortgage,2000000,13.4,active,no
10631,4936,mortgage,50000,13.67,paid,no
10632,4945,mortgage,100000,8.86,active,no
10633,4949,mortgage,100000,15.37,active,no
10634,4951,personal,500000,16.26,active,no
10635,4952,mortgage,100000,16.18,active,no
10636,4964,mortgage,100000,10.27,active,no
10637,4971,mortgage,200000,10.31,active,no
10638,4989,mortgage,200000,11.43,active,no
10639,4992,mortgage,200000,10.98,active,no
10640,4994,mortgage,200000,10.94,active,no
10641,4999,mortgage,200000,13.34,active,no
10642,5002,mortgage,2000000,14.94,active,no
10643,5005,mortgage,50000,15.99,paid,no
10644,5011,mortgage,500000,9.04,active,no
10645,5012,mortgage,1000000,10.72,active,no
10646,5032,mortgage,5000000,10.54,active,no
10647,5041,mortgage,2000000,11.36,active,no
10648,5043,mortgage,200000,11.89,defaulted,no
10649,5053,personal,500000,11.61,active,no
10650,5054,mortgage,1000000,16.12,active,no
10651,5055,mortgage,100000,12.0,active,no
10652,5064,mortgage,2000000,12.91,paid,no
10653,5067,personal,100000,14.49,defaulted,no
10654,5071,mortgage,500000,14.3,paid,no
10655,5073,mortgage,50000,13.16,active,no
10656,5074,mortgage,50000,15.39,defaulted,no
10657,5076,mortgage,500000,13.49,active,no
10658,5079,mortgage,5000000,15.5,paid,no
10659,5081,mortgage,5000000,10.92,defaulted,no
10660,5095,mortgage,50000,9.56,paid,no
10661,5098,mortgage,5000000,15.06,active,no
10662,5101,mortgage,50000,11.56,paid,no
10663,5102,mortgage,100000,13.71,active,no
10664,5103,mortgage,5000000,14.4,active,no
10665,5104,mortgage,50000,11.11,paid,no
10666,5105,mortgage,50000,12.54,active,no
10667,5107,mortgage,500000,15.66,active,no
10668,5111,mortgage,50000,15.54,active,no
10669,5112,mortgage,5000000,14.49,active,no
10670,5117,personal,5000000,14.6,active,no
10671,5122,mortgage,2000000,15.68,active,no
10672,5124,personal,200000,14.39,paid,no
10673,5130,mortgage,200000,11.22,active,no
10674,5139,personal,500000,9.47,active,no
10675,5140,personal,200000,11.88,defaulted,no
10676,5141,mortgage,100000,9.2,active,no
10677,5148,mortgage,2000000,9.43,active,no
10678,5150,mortgage,2000000,16.1,active,no
10679,5153,mortgage,500000,13.91,active,no
10680,5154,mortgage,5000000,15.31,paid,yes
10681,5155,mortgage,50000,13.64,active,no
10682,5157,mortgage,200000,11.85,active,no
10683,5158,mortgage,100000,8.7,active,no
10684,5159,mortgage,5000000,16.15,active,no
10685,5160,personal,500000,9.07,paid,no
10686,5167,mortgage,5000000,13.38,active,no
10687,5170,mortgage,500000,9.32,active,no
10688,5171,mortgage,50000,10.77,paid,no
10689,5172,personal,1000000,9.99,active,no
10690,5173,mortgage,200000,12.93,paid,no
10691,5175,mortgage,100000,15.6,active,no
10692,5176,mortgage,500000,13.58,active,no
10693,5179,mortgage,5000000,13.81,active,no
10694,5190,mortgage,200000,15.77,paid,no
10695,5192,mortgage,5000000,14.5,paid,no
10696,5193,mortgage,100000,15.43,paid,no
10697,5197,mortgage,2000000,11.83,active,no
10698,5199,mortgage,2000000,15.42,active,no
10699,5202,mortgage,100000,13.67,active,no
10700,5203,mortgage,2000000,9.58,paid,no
10701,5204,mortgage,500000,8.81,active,no
10702,5208,personal,200000,10.45,active,no
10703,5210,mortgage,100000,11.53,active,no
10704,5211,mortgage,500000,15.2,active,no
10705,5212,mortgage,200000,14.43,active,no
10706,5213,mortgage,200000,16.14,active,no
10707,5214,mortgage,500000,12.97,active,no
10708,5217,mortgage,200000,14.48,active,no
10709,5219,mortgage,1000000,10.7,paid,no
10710,5222,mortgage,100000,13.94,active,no
10711,5225,mortgage,100000,14.15,defaulted,no
10712,5228,mortgage,200000,15.29,paid,no
10713,5233,mortgage,500000,12.79,active,no
10714,5241,mortgage,50000,13.69,active,no
10715,5243,mortgage,2000000,10.12,active,no
10716,5254,mortgage,200000,14.39,active,no
10717,5255,mortgage,50000,15.21,active,no
10718,5256,mortgage,200000,13.25,active,no
10719,5257,mortgage,50000,9.43,active,no
10720,5258,mortgage,200000,11.0,active,no
10721,5264,mortgage,500000,12.3,active,no
10722,5270,mortgage,2000000,13.92,defaulted,no
10723,5272,mortgage,5000000,11.06,active,no
10724,5275,mortgage,5000000,15.22,active,no
10725,5276,personal,50000,11.47,active,no
10726,5280,personal,1000000,8.84,active,no
10727,5283,mortgage,500000,14.85,active,no
10728,5284,mortgage,2000000,13.65,active,no
10729,5288,mortgage,200000,14.92,active,no
10730,5296,personal,50000,11.29,active,no
10731,5300,mortgage,2000000,8.64,active,no
10732,5301,mortgage,100000,9.09,active,no
10733,5302,mortgage,500000,9.39,paid,no
10734,5305,mortgage,50000,14.94,active,no
10735,5307,mortgage,500000,10.91,active,no
10736,5310,mortgage,50000,16.48,paid,no
10737,5313,mortgage,5000000,14.57,active,no
10738,5315,mortgage,100000,13.31,paid,no
10739,5327,mortgage,1000000,16.37,active,no
10740,5328,mortgage,100000,11.03,defaulted,no
10741,5329,personal,200000,9.82,active,no
10742,5330,mortgage,500000,14.4,active,no
10743,5337,mortgage,1000000,10.72,active,no
10744,5339,mortgage,500000,16.19,active,no
10745,5340,mortgage,2000000,16.4,paid,no
10746,5343,mortgage,50000,15.91,active,no
10747,5345,mortgage,200000,16.06,defaulted,no
10748,5348,mortgage,200000,13.43,active,no
10749,5349,mortgage,500000,14.04,active,no
10750,5350,mortgage,5000000,9.25,paid,no
10751,5355,mortgage,200000,14.6,paid,no
10752,5357,mortgage,500000,10.12,active,no
10753,5358,mortgage,50000,15.22,defaulted,no
10754,5359,mortgage,50000,16.19,defaulted,no
10755,5361,mortgage,500000,10.2,defaulted,no
10756,5364,mortgage,100000,9.12,paid,no
10757,5365,mortgage,100000,12.37,paid,no
10758,5366,mortgage,50000,14.83,active,no
10759,5368,mortgage,1000000,14.67,paid,no
10760,5369,mortgage,100000,14.07,active,no
10761,5378,mortgage,500000,15.07,active,no
10762,5379,mortgage,50000,9.9,active,no
10763,5384,mortgage,200000,13.72,defaulted,no
10764,5385,mortgage,200000,13.35,active,no
10765,5393,mortgage,5000000,9.73,paid,no
10766,5396,mortgage,100000,11.82,active,no
10767,5399,mortgage,1000000,15.32,active,no
10768,5400,mortgage,2000000,16.27,active,no
10769,5401,mortgage,100000,13.82,active,no
10770,5402,mortgage,1000000,15.88,defaulted,no
10771,5404,mortgage,100000,9.56,active,no
10772,5409,mortgage,200000,16.3,paid,no
10773,5411,mortgage,1000000,8.77,active,no
10774,5412,mortgage,200000,12.72,defaulted,no
10775,5415,mortgage,5000000,10.83,paid,no
10776,5416,mortgage,500000,15.01,active,no
10777,5418,mortgage,500000,10.24,active,no
10778,5419,mortgage,50000,8.59,active,no
10779,5421,mortgage,200000,11.82,active,no
10780,5423,mortgage,200000,9.01,active,no
10781,5424,mortgage,5000000,10.82,defaulted,no
10782,5426,personal,50000,13.65,paid,no
10783,5427,mortgage,500000,10.86,active,no
10784,5435,mortgage,500000,10.47,defaulted,no
10785,5437,personal,1000000,9.74,active,no
10786,5442,mortgage,1000000,9.58,active,no
10787,5444,mortgage,2000000,12.71,active,no
10788,5445,mortgage,5000000,13.95,active,no
10789,5448,mortgage,500000,12.12,active,no
10790,5449,mortgage,2000000,9.49,active,no
10791,5450,personal,100000,13.68,paid,no
10792,5453,mortgage,200000,12.96,defaulted,no
10793,5454,mortgage,1000000,11.55,active,no
10794,5456,personal,100000,11.14,active,no
10795,5458,mortgage,1000000,9.97,active,no
10796,5459,mortgage,50000,9.67,active,yes
10797,5460,mortgage,200000,11.21,paid,no
10798,5462,mortgage,2000000,8.83,active,no
10799,5463,personal,2000000,11.99,active,no
10800,5464,personal,1000000,13.31,active,no
10801,5466,mortgage,500000,16.03,defaulted,no
10802,5468,personal,5000000,13.51,active,no
10803,5469,mortgage,2000000,13.49,defaulted,no
10804,5471,mortgage,50000,11.5,active,no
10805,5473,personal,50000,9.57,paid,no
10806,5474,mortgage,500000,12.08,active,no
10807,5475,mortgage,50000,13.29,paid,no
10808,5477,mortgage,5000000,14.29,active,no
10809,5480,mortgage,200000,15.11,active,no
10810,5482,mortgage,1000000,10.55,active,no
10811,5483,mortgage,50000,10.43,active,no
10812,5486,mortgage,200000,13.02,paid,no
10813,5488,mortgage,500000,13.03,paid,no
10814,5490,personal,1000000,10.24,paid,no
10815,5491,mortgage,500000,13.2,active,no
10816,5495,personal,1000000,11.27,active,no
10817,5499,mortgage,5000000,13.61,defaulted,no
10818,5500,mortgage,50000,10.83,paid,no
