customer_id,age,job,marital_status,education
3631,63,retired,married,secondary
3632,34,services,single,secondary
3633,46,admin,married,tertiary
3634,31,self-employed,single,tertiary
3635,32,admin,married,secondary
3636,40,unemployed,single,tertiary
3637,30,admin,single,secondary
3638,55,management,married,primary
3639,57,management,divorced,tertiary
3640,59,admin,single,secondary
3641,26,technician,single,secondary
3642,73,retired,married,unknown
3643,30,admin,single,secondary
3644,64,retired,married,tertiary
3645,36,technician,married,tertiary
3646,55,admin,married,secondary
3647,63,retired,married,tertiary
3648,52,technician,married,secondary
3649,34,management,single,tertiary
3650,36,services,married,secondary
3651,31,management,single,tertiary
3652,47,retired,single,primary
3653,50,admin,married,tertiary
3654,70,retired,divorced,secondary
3655,18,student,single,unknown
3656,33,self-employed,married,secondary
3657,24,technician,single,secondary
3658,25,admin,single,secondary
3659,26,management,single,tertiary
3660,32,management,single,tertiary
3661,25,student,single,unknown
3662,58,management,married,tertiary
3663,42,management,married,tertiary
3664,30,blue-collar,single,secondary
3665,76,retired,divorced,primary
3666,79,retired,married,secondary
3667,70,retired,married,primary
3668,30,management,single,tertiary
3669,60,retired,married,secondary
3670,51,unemployed,married,secondary
3671,71,retired,married,tertiary
3672,31,management,single,tertiary
3673,32,admin,single,secondary
3674,34,management,married,tertiary
3675,28,admin,single,secondary
3676,45,management,married,tertiary
3677,53,entrepreneur,married,primary
3678,38,unknown,single,tertiary
3679,56,admin,single,secondary
3680,42,technician,married,secondary
3681,47,technician,married,secondary
3682,73,retired,married,unknown
3683,46,blue-collar,married,secondary
3684,73,retired,married,tertiary
3685,28,blue-collar,single,secondary
3686,46,management,married,tertiary
3687,74,retired,married,primary
3688,71,retired,divorced,tertiary
3689,41,admin,divorced,secondary
3690,73,retired,married,primary
3691,47,technician,divorced,secondary
3692,49,technician,divorced,tertiary
3693,40,admin,married,secondary
3694,57,blue-collar,married,primary
3695,50,housemaid,married,secondary
3696,34,blue-collar,married,secondary
3697,56,services,married,secondary
3698,32,technician,single,tertiary
3699,50,management,divorced,tertiary
3700,54,unemployed,divorced,secondary
3701,26,management,single,tertiary
3702,40,technician,married,tertiary
3703,29,management,single,tertiary
3704,52,housemaid,married,primary
3705,38,technician,married,secondary
3706,46,management,married,tertiary
3707,26,management,single,tertiary
3708,25,management,single,tertiary
3709,70,retired,married,tertiary
3710,83,retired,married,primary
3711,43,management,divorced,tertiary
3712,45,blue-collar,married,secondary
3713,37,admin,single,tertiary
3714,71,retired,divorced,secondary
3715,27,management,single,tertiary
3716,47,admin,married,secondary
3717,42,management,divorced,tertiary
3718,77,retired,divorced,secondary
3719,61,management,married,tertiary
3720,57,management,married,tertiary
3721,34,management,married,tertiary
3722,40,blue-collar,married,secondary
3723,84,entrepreneur,married,secondary
3724,26,student,single,secondary
3725,37,technician,married,unknown
3726,47,management,married,tertiary
3727,37,management,single,tertiary
3728,28,management,single,tertiary
3729,54,management,married,tertiary
3730,54,management,married,tertiary
3731,61,retired,married,secondary
3732,30,technician,single,secondary
3733,60,retired,married,primary
3734,44,management,married,unknown
3735,33,management,single,tertiary
3736,25,admin,single,tertiary
3737,54,unknown,married,unknown
3738,24,blue-collar,single,secondary
3739,36,technician,married,tertiary
3740,58,retired,married,primary
3741,33,management,single,tertiary
3742,27,admin,married,secondary
3743,60,admin,divorced,secondary
3744,56,unemployed,married,secondary
3745,25,technician,single,secondary
3746,21,student,single,secondary
3747,73,retired,divorced,secondary
3748,67,management,divorced,tertiary
3749,51,entrepreneur,divorced,tertiary
3750,48,management,married,tertiary
3751,35,management,single,tertiary
3752,61,self-employed,divorced,tertiary
3753,35,technician,single,tertiary
3754,36,admin,divorced,secondary
3755,83,retired,single,primary
3756,50,management,married,primary
3757,66,housemaid,married,primary
3758,58,technician,married,primary
3759,30,management,single,tertiary
3760,54,blue-collar,married,primary
3761,26,admin,single,secondary
3762,43,services,married,primary
3763,40,unemployed,single,tertiary
3764,57,management,married,tertiary
3765,75,retired,married,secondary
3766,77,retired,married,tertiary
3767,31,management,married,tertiary
3768,22,services,single,secondary
3769,50,management,married,tertiary
3770,27,management,married,tertiary
3771,73,retired,married,unknown
3772,37,services,married,secondary
3773,44,technician,single,tertiary
3774,40,technician,married,secondary
3775,61,management,married,tertiary
3776,61,technician,divorced,secondary
3777,47,blue-collar,married,secondary
3778,47,services,single,unknown
3779,76,housemaid,divorced,primary
3780,30,student,single,tertiary
3781,39,technician,married,tertiary
3782,72,retired,married,primary
3783,77,retired,married,unknown
3784,36,technician,married,secondary
3785,65,retired,married,secondary
3786,54,technician,married,secondary
3787,46,admin,single,secondary
3788,28,management,single,tertiary
3789,61,management,married,tertiary
3790,53,housemaid,married,primary
3791,27,student,single,tertiary
3792,55,unemployed,divorced,secondary
3793,33,management,single,tertiary
3794,87,retired,divorced,primary
3795,57,management,married,tertiary
3796,33,self-employed,single,tertiary
3797,51,technician,married,secondary
3798,76,retired,divorced,primary
3799,19,student,single,secondary
3800,33,admin,married,tertiary
3801,55,management,divorced,tertiary
3802,31,blue-collar,single,unknown
3803,92,retired,married,unknown
3804,30,technician,single,tertiary
3805,68,retired,single,tertiary
3806,41,technician,single,tertiary
3807,29,self-employed,married,secondary
3808,27,blue-collar,single,secondary
3809,78,retired,married,unknown
3810,82,retired,married,primary
3811,29,technician,single,tertiary
3812,76,retired,married,tertiary
3813,38,management,married,tertiary
3814,60,technician,married,secondary
3815,33,services,divorced,secondary
3816,43,blue-collar,married,secondary
3817,61,retired,married,secondary
3818,43,technician,single,unknown
3819,57,management,married,primary
3820,33,management,married,tertiary
3821,77,management,married,unknown
3822,35,technician,single,secondary
3823,59,retired,married,primary
3824,76,retired,married,secondary
3825,73,retired,married,primary
3826,81,retired,married,primary
3827,41,unknown,single,unknown
3828,57,technician,married,secondary
3829,28,technician,single,unknown
3830,38,blue-collar,single,secondary
3831,52,services,married,secondary
3832,22,student,single,secondary
3833,53,unknown,married,primary
3834,60,admin,married,unknown
3835,56,management,married,secondary
3836,38,housemaid,divorced,secondary
3837,44,management,single,tertiary
3838,69,retired,divorced,secondary
3839,36,student,single,tertiary
3840,75,self-employed,married,unknown
3841,65,retired,married,primary
3842,64,retired,married,secondary
3843,30,admin,single,secondary
3844,57,housemaid,married,tertiary
3845,31,management,married,tertiary
3846,36,management,married,tertiary
3847,64,management,married,tertiary
3848,54,technician,married,unknown
3849,26,admin,single,secondary
3850,51,self-employed,single,secondary
3851,72,retired,married,secondary
3852,30,management,married,tertiary
3853,60,blue-collar,married,primary
3854,30,management,single,tertiary
3855,66,retired,married,tertiary
3856,50,technician,married,secondary
3857,47,management,single,tertiary
3858,80,retired,married,primary
3859,61,management,married,tertiary
3860,47,management,married,tertiary
3861,30,technician,single,secondary
3862,21,student,single,primary
3863,62,management,married,tertiary
3864,26,technician,single,secondary
3865,36,blue-collar,married,secondary
3866,87,retired,married,primary
3867,61,retired,married,primary
3868,70,retired,married,secondary
3869,60,management,married,tertiary
3870,41,services,married,tertiary
3871,22,student,single,secondary
3872,60,retired,divorced,secondary
3873,54,technician,married,secondary
3874,35,self-employed,single,tertiary
3875,59,management,married,secondary
3876,29,student,single,unknown
3877,48,management,married,secondary
3878,37,management,married,tertiary
3879,36,management,single,tertiary
3880,52,admin,single,secondary
3881,67,retired,divorced,secondary
3882,36,self-employed,married,tertiary
3883,64,management,married,unknown
3884,29,technician,single,secondary
3885,27,management,single,tertiary
3886,76,retired,married,primary
3887,34,management,married,tertiary
3888,54,technician,married,secondary
3889,67,retired,married,primary
3890,24,technician,married,secondary
3891,53,admin,married,secondary
3892,33,student,married,secondary
3893,24,student,single,tertiary
3894,32,management,single,tertiary
3895,60,self-employed,married,tertiary
3896,64,entrepreneur,married,tertiary
3897,35,management,single,tertiary
3898,24,student,single,secondary
3899,42,management,married,tertiary
3900,40,management,married,tertiary
3901,33,management,married,tertiary
3902,71,housemaid,divorced,primary
3903,52,unemployed,married,secondary
3904,47,admin,married,secondary
3905,49,management,married,primary
3906,26,management,single,tertiary
3907,40,management,married,tertiary
3908,32,technician,single,tertiary
3909,33,services,married,secondary
3910,35,management,married,tertiary
3911,53,management,married,tertiary
3912,20,student,single,unknown
3913,44,self-employed,divorced,tertiary
3914,21,student,single,secondary
3915,36,blue-collar,single,secondary
3916,31,management,single,tertiary
3917,42,technician,married,secondary
3918,33,services,married,secondary
3919,29,management,single,tertiary
3920,30,unemployed,single,secondary
3921,32,management,married,tertiary
3922,54,unknown,married,secondary
3923,82,retired,divorced,tertiary
3924,47,management,married,tertiary
3925,48,blue-collar,married,secondary
3926,77,retired,divorced,secondary
3927,38,admin,married,secondary
3928,27,student,single,tertiary
3929,43,services,single,secondary
3930,33,technician,married,secondary
3931,27,admin,single,secondary
3932,76,retired,married,primary
3933,81,retired,married,primary
3934,71,retired,married,primary
3935,39,admin,married,secondary
3936,18,student,single,primary
3937,58,services,divorced,secondary
3938,44,technician,divorced,secondary
3939,67,retired,married,secondary
3940,31,services,single,secondary
3941,61,retired,married,secondary
3942,36,technician,single,secondary
3943,56,retired,married,primary
3944,24,student,single,secondary
3945,33,admin,married,secondary
3946,34,blue-collar,single,unknown
3947,58,admin,married,secondary
3948,64,retired,married,unknown
3949,27,blue-collar,single,secondary
3950,63,management,married,tertiary
3951,23,student,single,secondary
3952,37,technician,single,tertiary
3953,43,management,married,tertiary
3954,35,technician,married,tertiary
3955,33,blue-collar,married,primary
3956,75,retired,married,tertiary
3957,40,admin,married,tertiary
3958,52,management,married,tertiary
3959,55,technician,divorced,tertiary
3960,71,retired,married,secondary
3961,78,retired,married,tertiary
3962,35,technician,married,secondary
3963,52,technician,married,secondary
3964,31,management,single,tertiary
3965,31,admin,single,secondary
3966,38,management,married,unknown
3967,28,student,single,secondary
3968,72,retired,married,secondary
3969,29,admin,single,secondary
3970,46,housemaid,married,secondary
3971,53,technician,married,secondary
3972,58,technician,married,secondary
3973,22,student,single,tertiary
3974,28,admin,married,secondary
3975,31,technician,married,secondary
3976,26,blue-collar,single,tertiary
3977,60,retired,divorced,tertiary
3978,29,technician,single,secondary
3979,36,admin,divorced,tertiary
3980,68,retired,married,tertiary
3981,48,management,married,tertiary
3982,53,unemployed,married,primary
3983,39,technician,married,secondary
3984,28,services,single,secondary
3985,72,retired,married,unknown
3986,29,management,single,tertiary
3987,26,student,single,tertiary
3988,49,management,married,tertiary
3989,43,management,single,tertiary
3990,28,student,single,unknown
3991,44,admin,single,secondary
3992,73,retired,divorced,primary
3993,39,management,married,tertiary
3994,29,student,single,secondary
3995,31,technician,married,secondary
3996,30,student,single,secondary
3997,50,admin,married,secondary
3998,42,management,married,tertiary
3999,37,admin,married,secondary
4000,49,technician,married,secondary
4001,59,unemployed,married,secondary
4002,80,retired,married,primary
4003,86,retired,single,secondary
4004,69,retired,married,unknown
4005,79,retired,married,secondary
4006,36,services,married,secondary
4007,49,management,married,tertiary
4008,69,retired,married,secondary
4009,66,retired,married,unknown
4010,32,management,divorced,tertiary
4011,47,management,single,tertiary
4012,58,management,married,tertiary
4013,64,retired,married,primary
4014,72,retired,married,primary
4015,79,retired,married,primary
4016,30,technician,married,secondary
4017,36,management,married,tertiary
4018,53,entrepreneur,married,tertiary
4019,34,management,married,tertiary
4020,29,student,single,secondary
4021,29,management,single,tertiary
4022,81,retired,divorced,secondary
4023,57,retired,married,secondary
4024,72,retired,married,secondary
4025,34,services,married,secondary
4026,57,management,divorced,unknown
4027,66,housemaid,married,primary
4028,27,student,single,secondary
4029,50,management,married,tertiary
4030,75,retired,divorced,secondary
4031,50,services,married,secondary
4032,32,admin,single,secondary
4033,59,retired,married,primary
4034,68,retired,married,secondary
4035,31,technician,married,tertiary
4036,64,self-employed,married,tertiary
4037,30,unemployed,divorced,secondary
4038,60,admin,married,secondary
4039,35,management,single,tertiary
4040,72,retired,married,primary
4041,30,blue-collar,married,primary
4042,52,unemployed,divorced,secondary
4043,33,management,married,tertiary
4044,84,retired,married,secondary
4045,43,management,married,tertiary
4046,39,technician,single,tertiary
4047,25,technician,married,tertiary
4048,38,admin,married,secondary
4049,44,management,married,unknown
4050,20,student,single,unknown
4051,32,management,single,tertiary
4052,23,services,single,secondary
4053,35,unemployed,married,secondary
4054,61,management,married,secondary
4055,46,management,divorced,tertiary
4056,70,retired,married,primary
4057,25,technician,single,secondary
4058,57,retired,married,secondary
4059,55,admin,married,secondary
4060,33,management,married,tertiary
4061,73,retired,married,primary
4062,34,unemployed,single,secondary
4063,31,technician,single,secondary
4064,25,blue-collar,single,secondary
4065,30,technician,married,tertiary
4066,28,self-employed,single,tertiary
4067,21,student,single,secondary
4068,87,retired,married,primary
4069,22,student,single,secondary
4070,28,self-employed,single,tertiary
4071,31,unemployed,married,tertiary
4072,60,retired,married,secondary
4073,41,technician,single,unknown
4074,24,student,single,secondary
4075,54,management,divorced,tertiary
4076,35,technician,single,tertiary
4077,70,retired,divorced,primary
4078,62,blue-collar,married,secondary
4079,59,technician,married,primary
4080,48,unemployed,married,secondary
4081,45,admin,married,secondary
4082,36,admin,married,unknown
4083,33,services,single,secondary
4084,32,admin,married,secondary
4085,60,retired,divorced,tertiary
4086,39,management,married,tertiary
4087,37,admin,single,secondary
4088,85,retired,married,primary
4089,79,retired,married,primary
4090,64,retired,married,secondary
4091,42,technician,married,secondary
4092,47,blue-collar,married,secondary
4093,66,retired,married,secondary
4094,61,retired,married,secondary
4095,27,admin,married,tertiary
4096,63,retired,married,secondary
4097,36,management,married,tertiary
4098,38,unemployed,married,primary
4099,92,retired,married,unknown
4100,77,retired,married,secondary
4101,30,admin,single,secondary
4102,81,retired,married,primary
4103,42,unknown,single,unknown
4104,48,admin,divorced,secondary
4105,52,services,married,secondary
4106,38,housemaid,divorced,secondary
4107,61,admin,married,unknown
4108,20,student,single,unknown
4109,39,admin,married,secondary
4110,44,technician,married,secondary
4111,73,retired,married,primary
4112,36,student,single,tertiary
4113,48,management,married,tertiary
4114,52,services,married,secondary
4115,30,blue-collar,married,secondary
4116,36,management,married,tertiary
4117,80,retired,married,primary
4118,33,technician,married,tertiary
4119,56,technician,married,tertiary
4120,54,admin,married,secondary
4121,34,admin,married,tertiary
4122,66,retired,married,tertiary
4123,52,blue-collar,married,primary
4124,60,retired,married,secondary
4125,28,admin,single,secondary
4126,56,retired,divorced,primary
4127,36,technician,married,tertiary
4128,45,management,single,tertiary
4129,60,management,married,unknown
4130,33,entrepreneur,single,secondary
4131,77,retired,married,tertiary
4132,66,retired,married,primary
4133,45,management,married,tertiary
4134,30,student,single,unknown
4135,56,services,married,secondary
4136,64,housemaid,married,unknown
4137,30,technician,single,tertiary
4138,33,technician,married,secondary
4139,72,retired,married,primary
4140,44,technician,married,tertiary
4141,37,admin,single,secondary
4142,52,blue-collar,married,secondary
4143,37,technician,single,secondary
4144,34,management,married,tertiary
4145,78,retired,married,unknown
4146,45,admin,married,secondary
4147,68,retired,married,tertiary
4148,53,management,married,tertiary
4149,39,services,married,secondary
4150,55,management,divorced,tertiary
4151,32,student,single,tertiary
4152,76,retired,married,primary
4153,35,admin,divorced,secondary
4154,55,admin,married,secondary
4155,41,technician,single,tertiary
4156,35,unemployed,single,tertiary
4157,80,retired,married,secondary
4158,38,technician,married,secondary
4159,48,blue-collar,married,secondary
4160,25,management,married,unknown
4161,36,admin,single,tertiary
4162,29,housemaid,single,tertiary
4163,58,unemployed,married,secondary
4164,46,blue-collar,married,secondary
4165,23,admin,single,tertiary
4166,67,retired,divorced,secondary
4167,30,management,married,tertiary
4168,22,student,single,secondary
4169,45,admin,married,secondary
4170,40,management,married,tertiary
4171,35,management,married,tertiary
4172,33,student,married,secondary
4173,60,technician,married,secondary
4174,24,student,single,tertiary
4175,18,student,single,unknown
4176,65,entrepreneur,married,tertiary
4177,27,management,single,tertiary
4178,35,admin,single,secondary
4179,39,blue-collar,single,tertiary
4180,53,admin,married,secondary
4181,23,student,single,secondary
4182,34,admin,married,secondary
4183,36,management,single,tertiary
4184,52,unemployed,married,secondary
4185,36,student,single,unknown
4186,61,retired,married,tertiary
4187,58,technician,married,secondary
4188,48,unemployed,divorced,secondary
4189,34,management,divorced,tertiary
4190,58,management,married,secondary
4191,39,technician,divorced,secondary
4192,44,management,married,tertiary
4193,54,unknown,married,secondary
4194,27,student,single,tertiary
4195,77,retired,married,secondary
4196,30,admin,single,secondary
4197,61,retired,married,tertiary
4198,76,retired,married,primary
4199,28,blue-collar,married,secondary
4200,35,management,married,tertiary
4201,59,technician,married,secondary
4202,42,blue-collar,married,secondary
4203,35,self-employed,single,tertiary
4204,71,retired,married,secondary
4205,60,retired,married,secondary
4206,34,blue-collar,married,secondary
4207,57,retired,married,primary
4208,75,retired,married,secondary
4209,64,retired,married,tertiary
4210,36,technician,married,tertiary
4211,29,technician,single,secondary
4212,34,management,single,tertiary
4213,26,unemployed,single,secondary
4214,41,management,married,tertiary
4215,47,blue-collar,married,secondary
4216,52,management,married,tertiary
4217,32,technician,married,secondary
4218,21,student,single,secondary
4219,54,technician,married,secondary
4220,29,management,single,tertiary
4221,32,management,married,tertiary
4222,38,services,married,secondary
4223,48,unemployed,married,secondary
4224,46,management,married,tertiary
4225,32,technician,married,secondary
4226,49,services,married,primary
4227,37,management,married,tertiary
4228,37,technician,single,tertiary
4229,23,student,single,secondary
4230,58,admin,married,secondary
4231,45,management,married,tertiary
4232,30,unemployed,single,secondary
4233,23,student,single,secondary
4234,34,management,married,tertiary
4235,27,management,single,tertiary
4236,28,student,single,tertiary
4237,61,self-employed,divorced,tertiary
4238,27,blue-collar,single,secondary
4239,34,management,single,tertiary
4240,52,technician,married,secondary
4241,28,technician,single,secondary
4242,35,management,single,tertiary
4243,66,retired,married,secondary
4244,52,services,married,secondary
4245,26,admin,single,tertiary
4246,38,management,single,tertiary
4247,59,self-employed,married,tertiary
4248,47,blue-collar,married,secondary
4249,22,student,single,unknown
4250,82,retired,married,secondary
4251,60,retired,divorced,secondary
4252,53,management,married,tertiary
4253,39,management,single,tertiary
4254,27,unknown,single,unknown
4255,35,management,married,tertiary
4256,80,housemaid,married,primary
4257,47,admin,married,secondary
4258,72,retired,divorced,tertiary
4259,45,management,single,tertiary
4260,37,unemployed,married,tertiary
4261,29,self-employed,single,tertiary
4262,40,management,single,tertiary
4263,32,management,married,tertiary
4264,20,student,single,secondary
4265,48,housemaid,married,tertiary
4266,60,admin,married,secondary
4267,70,retired,married,primary
4268,78,retired,divorced,secondary
4269,52,admin,single,unknown
4270,61,self-employed,divorced,tertiary
4271,27,services,single,secondary
4272,63,technician,married,secondary
4273,59,technician,married,secondary
4274,22,student,single,secondary
4275,66,management,married,unknown
4276,74,retired,married,primary
4277,52,technician,married,secondary
4278,71,retired,divorced,secondary
4279,33,management,married,tertiary
4280,56,technician,married,secondary
4281,30,management,single,tertiary
4282,73,retired,married,unknown
4283,28,blue-collar,single,secondary
4284,27,technician,single,tertiary
4285,38,services,single,secondary
4286,28,technician,single,secondary
4287,37,management,single,tertiary
4288,47,technician,married,primary
4289,60,retired,divorced,tertiary
4290,42,technician,married,secondary
4291,27,student,single,tertiary
4292,25,student,single,secondary
4293,90,retired,divorced,primary
4294,29,student,single,unknown
4295,29,technician,single,tertiary
4296,63,retired,married,secondary
4297,32,management,single,tertiary
4298,32,management,married,tertiary
4299,42,management,married,tertiary
4300,26,admin,single,tertiary
4301,73,retired,single,secondary
4302,26,student,single,secondary
4303,60,admin,married,secondary
4304,25,blue-collar,single,secondary
4305,64,retired,married,tertiary
4306,68,retired,married,primary
4307,39,services,married,secondary
4308,40,unemployed,single,secondary
4309,37,management,married,tertiary
4310,36,services,married,secondary
4311,33,management,divorced,tertiary
4312,83,retired,married,tertiary
4313,31,technician,married,tertiary
4314,64,unemployed,divorced,secondary
4315,59,unemployed,married,secondary
4316,33,management,single,tertiary
4317,35,management,married,tertiary
4318,69,retired,married,unknown
4319,31,management,single,tertiary
4320,73,retired,married,primary
4321,35,technician,married,secondary
4322,28,management,single,tertiary
4323,34,management,married,tertiary
4324,33,management,married,tertiary
4325,36,services,married,secondary
4326,44,management,married,unknown
4327,19,student,single,unknown
4328,28,management,single,tertiary
4329,51,blue-collar,married,primary
4330,52,unemployed,married,secondary
4331,61,retired,married,secondary
4332,39,management,married,tertiary
4333,37,unemployed,married,secondary
4334,80,retired,married,primary
4335,61,admin,married,secondary
4336,72,retired,married,secondary
4337,36,management,married,tertiary
4338,74,retired,married,tertiary
4339,35,blue-collar,married,secondary
4340,82,retired,divorced,primary
4341,71,retired,married,tertiary
4342,38,housemaid,single,secondary
4343,38,management,married,unknown
4344,53,admin,married,secondary
4345,29,management,single,tertiary
4346,64,retired,married,primary
4347,35,unemployed,single,secondary
4348,35,admin,married,secondary
4349,46,management,divorced,tertiary
4350,25,blue-collar,single,secondary
4351,46,management,married,tertiary
4352,59,management,married,tertiary
4353,35,technician,single,secondary
4354,22,technician,single,secondary
4355,31,management,single,tertiary
4356,43,management,divorced,tertiary
4357,35,management,single,tertiary
4358,60,admin,married,secondary
4359,54,management,married,secondary
4360,29,self-employed,single,tertiary
4361,30,student,single,secondary
4362,28,management,single,tertiary
4363,43,services,married,secondary
4364,37,services,married,secondary
4365,62,management,married,tertiary
4366,57,management,married,tertiary
4367,33,management,single,tertiary
4368,47,management,single,tertiary
4369,39,technician,single,tertiary
4370,30,self-employed,single,tertiary
4371,28,admin,single,tertiary
4372,57,management,divorced,tertiary
4373,23,services,single,secondary
4374,56,housemaid,single,tertiary
4375,44,admin,divorced,tertiary
4376,80,retired,divorced,primary
4377,47,management,married,tertiary
4378,27,student,single,secondary
4379,26,management,single,tertiary
4380,50,technician,divorced,secondary
4381,84,retired,married,secondary
4382,86,retired,married,primary
4383,46,management,married,unknown
4384,45,technician,married,secondary
4385,60,blue-collar,married,primary
4386,47,admin,married,secondary
4387,53,admin,married,secondary
4388,54,technician,married,secondary
4389,19,student,single,secondary
4390,24,student,single,secondary
4391,39,management,divorced,tertiary
4392,53,technician,married,tertiary
4393,29,management,single,unknown
4394,30,management,married,tertiary
4395,32,management,single,secondary
4396,33,self-employed,single,tertiary
4397,33,management,single,tertiary
4398,57,retired,married,unknown
4399,27,technician,single,tertiary
4400,55,management,married,tertiary
4401,36,management,single,tertiary
4402,26,management,single,tertiary
4403,31,admin,married,secondary
4404,25,unemployed,single,primary
4405,49,admin,married,secondary
4406,30,management,single,tertiary
4407,32,management,single,tertiary
4408,36,management,single,tertiary
4409,38,management,married,tertiary
4410,45,blue-collar,single,primary
4411,36,management,single,unknown
4412,23,student,single,secondary
4413,38,technician,married,secondary
4414,44,services,married,primary
4415,35,management,single,tertiary
4416,75,retired,married,secondary
4417,26,technician,single,tertiary
4418,59,technician,married,secondary
4419,30,management,single,tertiary
4420,36,blue-collar,married,primary
4421,39,technician,married,secondary
4422,24,management,single,tertiary
4423,22,services,single,secondary
4424,36,management,married,tertiary
4425,22,management,single,tertiary
4426,34,management,married,tertiary
4427,22,student,single,primary
4428,57,management,married,tertiary
4429,30,student,single,tertiary
4430,55,unemployed,divorced,secondary
4431,38,blue-collar,divorced,secondary
4432,39,blue-collar,single,secondary
4433,38,technician,single,secondary
4434,24,admin,single,secondary
4435,30,student,single,secondary
4436,29,blue-collar,single,tertiary
4437,25,student,single,unknown
4438,52,technician,married,secondary
4439,62,management,married,tertiary
4440,40,technician,married,tertiary
4441,76,retired,married,secondary
4442,31,admin,single,secondary
4443,42,self-employed,married,secondary
4444,43,technician,single,unknown
4445,73,retired,married,primary
4446,41,management,divorced,tertiary
4447,77,management,married,unknown
4448,46,admin,divorced,primary
4449,35,technician,married,secondary
4450,26,management,single,tertiary
4451,45,blue-collar,single,secondary
4452,29,management,single,tertiary
4453,30,technician,single,tertiary
4454,26,unemployed,single,tertiary
4455,63,blue-collar,married,primary
4456,37,unemployed,single,secondary
4457,26,management,single,tertiary
4458,54,admin,married,unknown
4459,30,admin,single,secondary
4460,61,retired,married,secondary
4461,69,retired,married,secondary
4462,76,self-employed,married,unknown
4463,30,management,single,tertiary
4464,64,retired,married,secondary
4465,55,housemaid,married,secondary
4466,55,technician,married,tertiary
4467,29,management,single,tertiary
4468,41,unemployed,married,tertiary
4469,63,retired,married,primary
4470,45,admin,married,secondary
4471,32,technician,single,tertiary
4472,41,self-employed,married,tertiary
4473,37,management,married,secondary
4474,19,student,single,secondary
4475,61,retired,divorced,secondary
4476,40,unemployed,single,tertiary
4477,30,management,married,tertiary
4478,54,technician,married,tertiary
4479,49,admin,married,secondary
4480,45,admin,married,secondary
4481,48,blue-collar,married,secondary
4482,60,blue-collar,married,primary
4483,34,unemployed,single,secondary
4484,29,housemaid,single,tertiary
4485,77,retired,married,tertiary
4486,64,management,married,unknown
4487,80,retired,married,primary
4488,26,technician,single,tertiary
4489,33,admin,married,tertiary
4490,41,technician,single,tertiary
4491,28,management,single,tertiary
4492,74,retired,married,secondary
4493,29,student,single,unknown
4494,72,retired,married,primary
4495,18,student,single,unknown
4496,46,blue-collar,married,secondary
4497,37,technician,married,tertiary
4498,37,management,married,tertiary
4499,32,technician,married,secondary
4500,51,technician,married,tertiary
4501,77,unknown,married,unknown
4502,35,management,married,tertiary
4503,53,management,married,tertiary
4504,46,management,married,tertiary
4505,78,retired,divorced,secondary
4506,34,technician,married,secondary
4507,54,management,married,tertiary
4508,33,services,married,secondary
4509,23,student,single,unknown
4510,34,technician,single,tertiary
4511,32,unemployed,single,secondary
4512,54,unknown,married,secondary
4513,40,admin,married,secondary
4514,63,retired,divorced,tertiary
4515,37,management,married,tertiary
4516,48,blue-collar,married,secondary
4517,28,technician,single,secondary
4518,35,management,married,tertiary
4519,29,management,single,tertiary
4520,68,retired,married,secondary
4521,53,blue-collar,single,secondary
4522,37,technician,single,tertiary
4523,58,admin,married,secondary
4524,37,management,married,tertiary
4525,37,admin,married,tertiary
4526,34,admin,married,secondary
4527,50,admin,married,secondary
4528,56,management,married,primary
4529,57,retired,married,primary
4530,29,unemployed,single,primary
4531,75,retired,married,tertiary
4532,24,management,single,tertiary
4533,46,management,married,tertiary
4534,27,student,single,tertiary
4535,52,management,married,tertiary
4536,38,management,married,tertiary
4537,33,management,single,tertiary
4538,53,admin,married,secondary
4539,64,retired,married,secondary
4540,84,retired,divorced,primary
4541,62,retired,married,secondary
4542,41,admin,married,tertiary
4543,29,admin,single,secondary
4544,53,technician,married,secondary
4545,30,technician,single,secondary
4546,37,management,married,tertiary
4547,78,retired,married,unknown
4548,47,blue-collar,married,secondary
4549,61,technician,married,secondary
4550,46,self-employed,married,secondary
4551,31,unemployed,single,secondary
4552,21,student,single,secondary
4553,71,retired,married,primary
4554,52,admin,single,secondary
4555,25,student,single,secondary
4556,60,technician,married,secondary
4557,30,admin,single,secondary
4558,29,unemployed,single,tertiary
4559,52,management,married,tertiary
4560,59,management,married,primary
4561,38,technician,married,secondary
4562,33,services,single,secondary
4563,31,technician,single,secondary
4564,40,technician,married,secondary
4565,28,technician,married,secondary
4566,66,management,married,unknown
4567,32,admin,single,secondary
4568,67,retired,married,primary
4569,39,unemployed,divorced,secondary
4570,46,housemaid,married,secondary
4571,54,retired,married,secondary
4572,47,services,divorced,unknown
4573,45,technician,married,secondary
4574,63,blue-collar,married,secondary
4575,60,unemployed,married,secondary
4576,29,management,married,tertiary
4577,33,services,single,unknown
4578,48,housemaid,married,secondary
4579,26,technician,single,tertiary
4580,55,admin,married,secondary
4581,36,technician,married,secondary
4582,33,admin,single,tertiary
4583,28,blue-collar,single,secondary
4584,28,services,single,secondary
4585,31,management,single,tertiary
4586,28,management,single,tertiary
4587,49,admin,single,tertiary
4588,27,blue-collar,single,tertiary
4589,28,admin,married,secondary
4590,65,admin,married,secondary
4591,30,technician,single,secondary
4592,38,admin,married,secondary
4593,36,technician,divorced,secondary
4594,63,retired,divorced,secondary
