campaign_id,customer_id,contact_method,contact_day,contact_month,call_duration_sec,num_contacts,subscribed_deposit
3459,2459,cellular,13,apr,1101,2,yes
3460,2460,cellular,13,apr,1232,3,yes
3461,2461,cellular,14,apr,342,1,yes
3462,2462,cellular,14,apr,535,3,yes
3463,2463,cellular,14,apr,142,1,yes
3464,2464,cellular,14,apr,344,1,yes
3465,2465,cellular,14,apr,125,1,yes
3466,2466,cellular,14,apr,850,2,yes
3467,2467,cellular,14,apr,1073,1,yes
3468,2468,cellular,14,apr,1594,1,yes
3469,2469,cellular,14,apr,450,1,yes
3470,2470,cellular,14,apr,133,2,yes
3471,2471,cellular,14,apr,168,1,yes
3472,2472,cellular,14,apr,324,1,yes
3473,2473,cellular,14,apr,161,1,yes
3474,2474,cellular,14,apr,496,1,yes
3475,2475,cellular,14,apr,111,1,yes
3476,2476,cellular,14,apr,107,3,yes
3477,2477,cellular,14,apr,207,2,yes
3478,2478,cellular,15,apr,223,2,yes
3479,2479,telephone,15,apr,165,2,yes
3480,2480,cellular,15,apr,82,1,yes
3481,2481,cellular,15,apr,903,2,yes
3482,2482,cellular,15,apr,282,2,yes
3483,2483,cellular,15,apr,110,1,yes
3484,2484,cellular,15,apr,1217,3,yes
3485,2485,cellular,15,apr,389,2,yes
3486,2486,cellular,15,apr,171,1,yes
3487,2487,cellular,15,apr,668,1,yes
3488,2488,telephone,15,apr,170,3,yes
3489,2489,cellular,15,apr,953,1,yes
3490,2490,cellular,15,apr,1038,2,yes
3491,2491,cellular,15,apr,139,5,yes
3492,2492,cellular,15,apr,264,2,yes
3493,2493,cellular,16,apr,838,3,yes
3494,2494,cellular,16,apr,144,4,yes
3495,2495,cellular,16,apr,78,2,yes
3496,2496,cellular,16,apr,648,1,yes
3497,2497,cellular,16,apr,251,2,yes
3498,2498,cellular,16,apr,334,2,yes
3499,2499,cellular,16,apr,583,1,yes
3500,2500,cellular,16,apr,1579,1,yes
3501,2501,cellular,16,apr,443,1,yes
3502,2502,cellular,16,apr,495,1,yes
3503,2503,cellular,16,apr,1366,1,yes
3504,2504,cellular,16,apr,298,4,yes
3505,2505,cellular,16,apr,1174,1,yes
3506,2506,cellular,16,apr,165,3,yes
3507,2507,cellular,16,apr,1463,2,yes
3508,2508,cellular,16,apr,667,1,yes
3509,2509,cellular,16,apr,127,1,yes
3510,2510,cellular,16,apr,453,1,yes
3511,2511,cellular,16,apr,700,5,yes
3512,2512,cellular,16,apr,901,2,yes
3513,2513,cellular,16,apr,1365,2,yes
3514,2514,cellular,16,apr,299,2,yes
3515,2515,cellular,16,apr,161,1,yes
3516,2516,cellular,16,apr,944,1,yes
3517,2517,cellular,16,apr,551,2,yes
3518,2518,cellular,16,apr,1156,1,yes
3519,2519,cellular,17,apr,678,1,yes
3520,2520,cellular,17,apr,709,1,yes
3521,2521,cellular,17,apr,1017,1,yes
3522,2522,cellular,17,apr,1095,1,yes
3523,2523,cellular,17,apr,452,3,yes
3524,2524,cellular,17,apr,952,1,yes
3525,2525,cellular,17,apr,997,1,yes
3526,2526,cellular,17,apr,882,3,yes
3527,2527,cellular,17,apr,875,2,yes
3528,2528,cellular,17,apr,526,1,yes
3529,2529,cellular,17,apr,594,1,yes
3530,2530,cellular,17,apr,404,1,yes
3531,2531,cellular,17,apr,367,3,yes
3532,2532,cellular,17,apr,1080,1,yes
3533,2533,cellular,17,apr,712,1,yes
3534,2534,cellular,17,apr,108,1,yes
3535,2535,cellular,17,apr,170,5,yes
3536,2536,cellular,17,apr,378,1,yes
3537,2537,cellular,17,apr,949,2,yes
3538,2538,telephone,17,apr,394,2,yes
3539,2539,telephone,17,apr,320,3,yes
3540,2540,cellular,17,apr,547,2,yes
3541,2541,cellular,17,apr,314,2,yes
3542,2542,cellular,20,apr,438,1,yes
3543,2543,cellular,20,apr,1332,2,yes
3544,2544,cellular,20,apr,1202,3,yes
3545,2545,cellular,20,apr,1112,3,yes
3546,2546,cellular,20,apr,227,5,yes
3547,2547,cellular,20,apr,860,1,yes
3548,2548,cellular,20,apr,1550,1,yes
3549,2549,cellular,20,apr,670,4,yes
3550,2550,cellular,20,apr,133,1,yes
3551,2551,cellular,20,apr,712,4,yes
3552,2552,cellular,20,apr,194,1,yes
3553,2553,telephone,20,apr,216,2,yes
3554,2554,cellular,20,apr,586,1,yes
3555,2555,cellular,20,apr,392,1,yes
3556,2556,cellular,20,apr,691,1,yes
3557,2557,cellular,20,apr,567,1,yes
3558,2558,cellular,20,apr,904,2,yes
3559,2559,cellular,20,apr,325,1,yes
3560,2560,cellular,20,apr,205,1,yes
3561,2561,cellular,20,apr,76,1,yes
3562,2562,cellular,20,apr,148,1,yes
3563,2563,cellular,20,apr,97,1,yes
3564,2564,cellular,20,apr,185,1,yes
3565,2565,cellular,20,apr,112,1,yes
3566,2566,cellular,20,apr,241,1,yes
3567,2567,cellular,20,apr,163,1,yes
3568,2568,cellular,20,apr,345,1,yes
3569,2569,cellular,20,apr,163,1,yes
3570,2570,cellular,20,apr,267,2,yes
3571,2571,cellular,20,apr,114,2,yes
3572,2572,cellular,20,apr,1817,3,yes
3573,2573,cellular,20,apr,120,1,yes
3574,2574,cellular,20,apr,121,1,yes
3575,2575,cellular,20,apr,1272,2,yes
3576,2576,cellular,20,apr,1333,5,yes
3577,2577,cellular,20,apr,943,3,yes
3578,2578,cellular,21,apr,146,4,yes
3579,2579,cellular,21,apr,333,3,yes
3580,2580,cellular,21,apr,110,2,yes
3581,2581,cellular,21,apr,274,1,yes
3582,2582,telephone,21,apr,1348,4,yes
3583,2583,telephone,21,apr,207,17,yes
3584,2584,telephone,21,apr,396,3,yes
3585,2585,cellular,21,apr,100,1,yes
3586,2586,cellular,21,apr,164,1,yes
3587,2587,cellular,21,apr,211,1,yes
3588,2588,cellular,21,apr,243,1,yes
3589,2589,cellular,21,apr,464,4,yes
3590,2590,cellular,21,apr,149,2,yes
3591,2591,cellular,21,apr,158,2,yes
3592,2592,telephone,21,apr,137,2,yes
3593,2593,cellular,21,apr,278,3,yes
3594,2594,cellular,21,apr,379,5,yes
3595,2595,cellular,21,apr,204,1,yes
3596,2596,cellular,21,apr,65,2,yes
3597,2597,cellular,22,apr,341,2,yes
3598,2598,cellular,22,apr,621,1,yes
3599,2599,cellular,22,apr,219,1,yes
3600,2600,cellular,22,apr,315,1,yes
3601,2601,cellular,22,apr,104,1,yes
3602,2602,cellular,22,apr,145,1,yes
3603,2603,cellular,22,apr,229,1,yes
3604,2604,cellular,22,apr,240,1,yes
3605,2605,cellular,22,apr,416,1,yes
3606,2606,cellular,22,apr,307,1,yes
3607,2607,cellular,22,apr,232,4,yes
3608,2608,cellular,22,apr,124,2,yes
3609,2609,cellular,22,apr,107,2,yes
3610,2610,cellular,22,apr,1288,3,yes
3611,2611,cellular,22,apr,545,1,yes
3612,2612,cellular,23,apr,229,2,yes
3613,2613,cellular,23,apr,93,3,yes
3614,2614,cellular,23,apr,266,5,yes
3615,2615,cellular,23,apr,242,5,yes
3616,2616,cellular,23,apr,172,1,yes
3617,2617,telephone,23,apr,413,3,yes
3618,2618,cellular,23,apr,163,1,yes
3619,2619,cellular,23,apr,206,1,yes
3620,2620,cellular,23,apr,522,4,yes
3621,2621,cellular,23,apr,159,4,yes
3622,2622,cellular,23,apr,116,4,yes
3623,2623,cellular,23,apr,113,1,yes
3624,2624,cellular,23,apr,158,1,yes
3625,2625,cellular,23,apr,203,4,yes
3626,2626,cellular,24,apr,235,2,yes
3627,2627,cellular,24,apr,160,1,yes
3628,2628,cellular,24,apr,227,1,yes
3629,2629,cellular,24,apr,202,5,yes
3630,2630,cellular,27,apr,388,3,yes
3631,2631,cellular,27,apr,124,1,yes
3632,2632,cellular,27,apr,497,1,yes
3633,2633,cellular,27,apr,148,1,yes
3634,2634,cellular,27,apr,444,1,yes
3635,2635,cellular,27,apr,89,8,yes
3636,2636,cellular,29,apr,507,3,yes
3637,2637,cellular,29,apr,636,2,yes
3638,2638,cellular,29,apr,961,2,yes
3639,2639,cellular,29,apr,375,1,yes
3640,2640,cellular,30,apr,510,1,yes
3641,2641,cellular,30,apr,587,1,yes
3642,2642,cellular,30,apr,571,1,yes
3643,2643,cellular,30,apr,244,1,yes
3644,2644,cellular,30,apr,400,1,yes
3645,2645,cellular,30,apr,701,1,yes
3646,2646,cellular,30,apr,968,1,yes
3647,2647,cellular,30,apr,381,1,yes
3648,2648,cellular,30,apr,571,1,yes
3649,2649,cellular,30,apr,239,1,yes
3650,2650,cellular,30,apr,195,1,yes
3651,2651,cellular,30,apr,224,1,yes
3652,2652,cellular,30,apr,739,1,yes
3653,2653,cellular,30,apr,720,1,yes
3654,2654,cellular,30,apr,412,1,yes
3655,2655,cellular,30,apr,208,1,yes
3656,2656,cellular,30,apr,871,1,yes
3657,2657,cellular,30,apr,297,1,yes
3658,2658,cellular,30,apr,231,1,yes
3659,2659,cellular,30,apr,365,1,yes
3660,2660,cellular,30,apr,512,1,yes
3661,2661,cellular,30,apr,281,1,yes
3662,2662,cellular,30,apr,335,1,yes
3663,2663,cellular,30,apr,815,1,yes
3664,2664,cellular,30,apr,354,1,yes
3665,2665,cellular,30,apr,347,1,yes
3666,2666,cellular,30,apr,271,1,yes
3667,2667,cellular,30,apr,383,1,yes
3668,2668,cellular,30,apr,368,1,yes
3669,2669,cellular,30,apr,1277,1,yes
3670,2670,cellular,30,apr,354,1,yes
3671,2671,cellular,30,apr,841,1,yes
3672,2672,cellular,30,apr,381,1,yes
3673,2673,cellular,30,apr,390,1,yes
3674,2674,cellular,30,apr,465,1,yes
3675,2675,cellular,30,apr,900,2,yes
3676,2676,cellular,30,apr,779,2,yes
3677,2677,cellular,30,apr,246,2,yes
3678,2678,cellular,30,apr,554,1,yes
3679,2679,cellular,30,apr,200,1,yes
3680,2680,cellular,30,apr,442,1,yes
3681,2681,cellular,30,apr,237,1,yes
3682,2682,cellular,30,apr,687,1,yes
3683,2683,cellular,30,apr,439,1,yes
3684,2684,cellular,30,apr,565,1,yes
3685,2685,cellular,30,apr,244,1,yes
3686,2686,cellular,30,apr,400,1,yes
3687,2687,cellular,30,apr,800,1,yes
3688,2688,cellular,30,apr,482,1,yes
3689,2689,cellular,30,apr,316,1,yes
3690,2690,cellular,30,apr,526,2,yes
3691,2691,cellular,30,apr,284,3,yes
3692,2692,cellular,30,apr,423,2,yes
3693,2693,cellular,30,apr,209,1,yes
3694,2694,cellular,30,apr,457,1,yes
3695,2695,cellular,30,apr,268,3,yes
3696,2696,cellular,30,apr,354,1,yes
3697,2697,cellular,30,apr,309,1,yes
3698,2698,cellular,30,apr,439,2,yes
3699,2699,cellular,30,apr,616,1,yes
3700,2700,cellular,30,apr,278,1,yes
3701,2701,cellular,30,apr,437,1,yes
3702,2702,cellular,30,apr,532,1,yes
3703,2703,telephone,30,apr,917,1,yes
3704,2704,cellular,30,apr,242,1,yes
3705,2705,cellular,30,apr,430,1,yes
3706,2706,cellular,30,apr,483,1,yes
3707,2707,cellular,30,apr,306,2,yes
3708,2708,cellular,30,apr,325,1,yes
3709,2709,cellular,30,apr,551,1,yes
3710,2710,cellular,30,apr,458,1,yes
3711,2711,cellular,30,apr,387,3,yes
3712,2712,cellular,30,apr,352,1,yes
3713,2713,cellular,30,apr,359,1,yes
3714,2714,cellular,30,apr,260,1,yes
3715,2715,cellular,30,apr,780,1,yes
3716,2716,cellular,30,apr,580,2,yes
3717,2717,cellular,30,apr,258,1,yes
3718,2718,cellular,30,apr,376,1,yes
3719,2719,cellular,30,apr,615,1,yes
3720,2720,cellular,30,apr,555,2,yes
3721,2721,cellular,30,apr,951,1,yes
3722,2722,cellular,30,apr,664,2,yes
3723,2723,cellular,30,apr,970,1,yes
3724,2724,cellular,30,apr,618,2,yes
3725,2725,cellular,30,apr,774,2,yes
3726,2726,cellular,30,apr,175,1,yes
3727,2727,cellular,30,apr,861,2,yes
3728,2728,cellular,30,apr,327,2,yes
3729,2729,cellular,30,apr,241,1,yes
3730,2730,cellular,30,apr,327,1,yes
3731,2731,cellular,30,apr,380,1,yes
3732,2732,cellular,30,apr,416,1,yes
3733,2733,cellular,30,apr,645,1,yes
3734,2734,cellular,30,apr,342,3,yes
3735,2735,cellular,30,apr,301,1,yes
3736,2736,cellular,30,apr,169,1,yes
3737,2737,cellular,30,apr,750,2,yes
3738,2738,cellular,30,apr,427,3,yes
3739,2739,cellular,30,apr,652,2,yes
3740,2740,telephone,30,apr,766,3,yes
3741,2741,cellular,30,apr,227,2,yes
3742,2742,cellular,30,apr,230,1,yes
3743,2743,cellular,30,apr,502,1,yes
3744,2744,cellular,30,apr,567,2,yes
3745,2745,cellular,30,apr,501,1,yes
3746,2746,telephone,30,apr,712,2,yes
3747,2747,cellular,30,apr,259,1,yes
3748,2748,cellular,30,apr,633,1,yes
3749,2749,cellular,4,may,675,2,yes
3750,2750,cellular,4,may,384,2,yes
3751,2751,cellular,4,may,193,1,yes
3752,2752,cellular,4,may,267,1,yes
3753,2753,cellular,4,may,218,1,yes
3754,2754,cellular,4,may,447,1,yes
3755,2755,cellular,4,may,597,1,yes
3756,2756,cellular,4,may,963,1,yes
3757,2757,cellular,4,may,301,3,yes
3758,2758,cellular,4,may,417,1,yes
3759,2759,telephone,4,may,1076,3,yes
3760,2760,cellular,4,may,251,4,yes
3761,2761,cellular,4,may,592,1,yes
3762,2762,cellular,4,may,322,11,yes
3763,2763,cellular,4,may,545,2,yes
3764,2764,cellular,4,may,532,3,yes
3765,2765,cellular,4,may,367,1,yes
3766,2766,cellular,4,may,297,4,yes
3767,2767,cellular,4,may,214,3,yes
3768,2768,cellular,4,may,1046,3,yes
3769,2769,cellular,4,may,237,5,yes
3770,2770,cellular,4,may,458,3,yes
3771,2771,cellular,4,may,922,4,yes
3772,2772,cellular,4,may,781,3,yes
3773,2773,cellular,4,may,347,2,yes
3774,2774,cellular,4,may,949,3,yes
3775,2775,cellular,4,may,364,3,yes
3776,2776,cellular,4,may,815,6,yes
3777,2777,cellular,4,may,742,4,yes
3778,2778,cellular,4,may,268,3,yes
3779,2779,cellular,4,may,716,3,yes
3780,2780,cellular,4,may,365,4,yes
3781,2781,telephone,4,may,475,7,yes
3782,2782,cellular,4,may,617,2,yes
3783,2783,cellular,4,may,1091,3,yes
3784,2784,cellular,4,may,1063,5,yes
3785,2785,cellular,4,may,267,6,yes
3786,2786,telephone,4,may,340,8,yes
3787,2787,cellular,4,may,429,4,yes
3788,2788,telephone,4,may,331,5,yes
3789,2789,cellular,4,may,841,4,yes
3790,2790,cellular,4,may,673,6,yes
3791,2791,cellular,5,may,762,3,yes
3792,2792,cellular,5,may,895,1,yes
3793,2793,cellular,5,may,863,1,yes
3794,2794,cellular,5,may,525,1,yes
3795,2795,cellular,5,may,1090,1,yes
3796,2796,cellular,5,may,838,1,yes
3797,2797,cellular,5,may,811,2,yes
3798,2798,cellular,5,may,568,1,yes
3799,2799,cellular,5,may,955,2,yes
3800,2800,cellular,5,may,788,1,yes
3801,2801,cellular,5,may,894,1,yes
3802,2802,cellular,5,may,725,3,yes
3803,2803,cellular,5,may,670,2,yes
3804,2804,cellular,5,may,862,3,yes
3805,2805,cellular,6,may,653,1,yes
3806,2806,cellular,6,may,488,1,yes
3807,2807,cellular,6,may,767,1,yes
3808,2808,cellular,6,may,848,1,yes
3809,2809,cellular,6,may,530,1,yes
3810,2810,cellular,6,may,984,1,yes
3811,2811,cellular,6,may,611,1,yes
3812,2812,cellular,6,may,1205,1,yes
3813,2813,cellular,6,may,837,1,yes
3814,2814,cellular,6,may,839,2,yes
3815,2815,cellular,6,may,519,2,yes
3816,2816,cellular,6,may,687,2,yes
3817,2817,cellular,6,may,540,1,yes
3818,2818,cellular,6,may,754,1,yes
3819,2819,cellular,6,may,554,2,yes
3820,2820,cellular,6,may,396,3,yes
3821,2821,cellular,6,may,765,1,yes
3822,2822,cellular,6,may,1489,3,yes
3823,2823,cellular,6,may,1347,2,yes
3824,2824,cellular,6,may,1074,4,yes
3825,2825,cellular,6,may,667,2,yes
3826,2826,cellular,6,may,686,2,yes
3827,2827,cellular,7,may,923,1,yes
3828,2828,cellular,7,may,457,1,yes
3829,2829,cellular,7,may,757,2,yes
3830,2830,cellular,7,may,1046,1,yes
3831,2831,cellular,7,may,855,2,yes
3832,2832,cellular,7,may,542,1,yes
3833,2833,cellular,7,may,609,1,yes
3834,2834,cellular,7,may,574,1,yes
3835,2835,cellular,7,may,983,4,yes
3836,2836,cellular,7,may,661,1,yes
3837,2837,cellular,7,may,623,1,yes
3838,2838,cellular,7,may,476,1,yes
3839,2839,cellular,7,may,957,2,yes
3840,2840,cellular,7,may,347,2,yes
3841,2841,cellular,7,may,1030,1,yes
3842,2842,cellular,7,may,895,2,yes
3843,2843,cellular,7,may,798,2,yes
3844,2844,cellular,7,may,1391,2,yes
3845,2845,cellular,7,may,1516,2,yes
3846,2846,cellular,7,may,787,3,yes
3847,2847,cellular,7,may,877,3,yes
3848,2848,cellular,7,may,553,3,yes
3849,2849,cellular,7,may,1135,3,yes
3850,2850,cellular,7,may,882,2,yes
3851,2851,cellular,7,may,878,3,yes
3852,2852,cellular,8,may,491,2,yes
3853,2853,cellular,8,may,763,1,yes
3854,2854,cellular,8,may,704,1,yes
3855,2855,cellular,8,may,501,2,yes
3856,2856,cellular,8,may,606,3,yes
3857,2857,cellular,8,may,579,2,yes
3858,2858,cellular,8,may,1080,1,yes
3859,2859,cellular,8,may,308,3,yes
3860,2860,cellular,8,may,662,1,yes
3861,2861,cellular,8,may,568,1,yes
3862,2862,cellular,8,may,1448,2,yes
3863,2863,cellular,8,may,728,1,yes
3864,2864,cellular,8,may,398,2,yes
3865,2865,cellular,8,may,685,2,yes
3866,2866,telephone,8,may,479,2,yes
3867,2867,cellular,8,may,682,3,yes
3868,2868,cellular,8,may,423,1,yes
3869,2869,cellular,11,may,657,1,yes
3870,2870,cellular,11,may,1038,1,yes
3871,2871,cellular,11,may,1514,1,yes
3872,2872,cellular,11,may,733,2,yes
3873,2873,cellular,11,may,666,1,yes
3874,2874,cellular,11,may,1017,1,yes
3875,2875,cellular,11,may,610,2,yes
3876,2876,cellular,11,may,608,3,yes
3877,2877,cellular,11,may,475,1,yes
3878,2878,cellular,11,may,1232,2,yes
3879,2879,cellular,11,may,819,2,yes
3880,2880,cellular,11,may,877,7,yes
3881,2881,cellular,11,may,911,3,yes
3882,2882,cellular,12,may,365,2,yes
3883,2883,cellular,12,may,882,1,yes
3884,2884,cellular,12,may,515,1,yes
3885,2885,cellular,12,may,1203,1,yes
3886,2886,cellular,12,may,560,1,yes
3887,2887,cellular,12,may,703,4,yes
3888,2888,cellular,12,may,690,1,yes
3889,2889,cellular,12,may,1272,1,yes
3890,2890,cellular,12,may,1062,3,yes
3891,2891,cellular,12,may,826,1,yes
3892,2892,cellular,12,may,590,1,yes
3893,2893,cellular,12,may,918,1,yes
3894,2894,cellular,12,may,1182,1,yes
3895,2895,cellular,12,may,454,2,yes
3896,2896,cellular,12,may,725,1,yes
3897,2897,cellular,12,may,309,1,yes
3898,2898,cellular,12,may,549,1,yes
3899,2899,cellular,12,may,844,1,yes
3900,2900,cellular,12,may,409,1,yes
3901,2901,cellular,12,may,1531,1,yes
3902,2902,cellular,12,may,1063,2,yes
3903,2903,cellular,12,may,829,7,yes
3904,2904,cellular,12,may,289,2,yes
3905,2905,cellular,12,may,637,3,yes
3906,2906,cellular,12,may,609,1,yes
3907,2907,cellular,12,may,614,3,yes
3908,2908,cellular,12,may,398,6,yes
3909,2909,cellular,12,may,750,2,yes
3910,2910,cellular,12,may,775,3,yes
3911,2911,cellular,12,may,528,5,yes
3912,2912,telephone,12,may,556,2,yes
3913,2913,cellular,12,may,737,3,yes
3914,2914,cellular,13,may,477,3,yes
3915,2915,cellular,13,may,863,3,yes
3916,2916,cellular,13,may,774,2,yes
3917,2917,cellular,13,may,1073,1,yes
3918,2918,cellular,13,may,610,1,yes
3919,2919,cellular,13,may,850,1,yes
3920,2920,cellular,13,may,659,1,yes
3921,2921,cellular,13,may,570,1,yes
3922,2922,cellular,13,may,516,1,yes
3923,2923,cellular,13,may,585,1,yes
3924,2924,cellular,13,may,606,1,yes
3925,2925,cellular,13,may,590,1,yes
3926,2926,cellular,13,may,902,1,yes
3927,2927,cellular,13,may,669,1,yes
3928,2928,cellular,13,may,394,3,yes
3929,2929,cellular,13,may,302,1,yes
3930,2930,cellular,13,may,333,1,yes
3931,2931,cellular,13,may,951,3,yes
3932,2932,cellular,13,may,562,1,yes
3933,2933,cellular,13,may,734,2,yes
3934,2934,cellular,13,may,568,1,yes
3935,2935,cellular,13,may,747,2,yes
3936,2936,cellular,13,may,716,1,yes
3937,2937,cellular,13,may,1101,1,yes
3938,2938,cellular,13,may,394,1,yes
3939,2939,cellular,13,may,1207,2,yes
3940,2940,cellular,13,may,674,1,yes
3941,2941,telephone,13,may,622,3,yes
3942,2942,cellular,13,may,314,2,yes
3943,2943,cellular,13,may,809,1,yes
3944,2944,cellular,13,may,829,1,yes
3945,2945,cellular,13,may,937,3,yes
3946,2946,cellular,13,may,1975,5,yes
3947,2947,cellular,13,may,1119,2,yes
3948,2948,cellular,13,may,698,2,yes
3949,2949,cellular,13,may,649,2,yes
3950,2950,cellular,13,may,531,2,yes
3951,2951,cellular,13,may,1279,3,yes
3952,2952,cellular,13,may,873,3,yes
3953,2953,cellular,13,may,440,2,yes
3954,2954,telephone,13,may,689,2,yes
3955,2955,cellular,14,may,722,2,yes
3956,2956,cellular,14,may,533,1,yes
3957,2957,cellular,14,may,558,1,yes
3958,2958,cellular,14,may,667,1,yes
3959,2959,cellular,14,may,717,1,yes
3960,2960,cellular,14,may,590,5,yes
3961,2961,cellular,14,may,745,1,yes
3962,2962,cellular,14,may,854,2,yes
3963,2963,cellular,14,may,646,5,yes
3964,2964,cellular,14,may,345,1,yes
3965,2965,cellular,14,may,456,1,yes
3966,2966,cellular,14,may,680,1,yes
3967,2967,cellular,14,may,578,1,yes
3968,2968,cellular,14,may,633,1,yes
3969,2969,cellular,14,may,307,1,yes
3970,2970,cellular,14,may,607,3,yes
3971,2971,cellular,14,may,874,1,yes
3972,2972,cellular,14,may,492,1,yes
3973,2973,cellular,14,may,563,1,yes
3974,2974,cellular,14,may,1020,1,yes
3975,2975,cellular,14,may,1723,1,yes
3976,2976,cellular,14,may,406,2,yes
3977,2977,cellular,14,may,691,1,yes
3978,2978,cellular,14,may,1129,1,yes
3979,2979,cellular,14,may,191,1,yes
3980,2980,cellular,14,may,224,4,yes
3981,2981,cellular,14,may,616,2,yes
3982,2982,cellular,14,may,668,2,yes
3983,2983,cellular,14,may,479,1,yes
3984,2984,cellular,14,may,888,3,yes
3985,2985,cellular,14,may,1060,2,yes
3986,2986,cellular,14,may,566,2,yes
3987,2987,cellular,14,may,959,3,yes
3988,2988,cellular,14,may,1094,2,yes
3989,2989,cellular,14,may,884,3,yes
3990,2990,cellular,14,may,460,2,yes
3991,2991,telephone,14,may,604,4,yes
3992,2992,cellular,14,may,629,4,yes
3993,2993,cellular,14,may,647,4,yes
3994,2994,cellular,15,may,676,3,yes
3995,2995,cellular,15,may,153,2,yes
3996,2996,cellular,15,may,667,3,yes
3997,2997,cellular,15,may,670,4,yes
3998,2998,cellular,15,may,655,2,yes
3999,2999,cellular,15,may,311,1,yes
4000,3000,cellular,15,may,760,1,yes
4001,3001,cellular,15,may,619,1,yes
4002,3002,cellular,15,may,1190,2,yes
4003,3003,cellular,15,may,859,1,yes
4004,3004,cellular,15,may,899,1,yes
4005,3005,cellular,15,may,536,1,yes
4006,3006,cellular,15,may,669,1,yes
4007,3007,cellular,15,may,326,5,yes
4008,3008,cellular,15,may,901,1,yes
4009,3009,cellular,15,may,744,1,yes
4010,3010,cellular,15,may,485,1,yes
4011,3011,cellular,15,may,552,1,yes
4012,3012,cellular,15,may,416,1,yes
4013,3013,cellular,15,may,637,1,yes
4014,3014,cellular,15,may,523,2,yes
4015,3015,cellular,15,may,285,5,yes
4016,3016,cellular,15,may,730,5,yes
4017,3017,cellular,15,may,536,2,yes
4018,3018,cellular,15,may,792,2,yes
4019,3019,cellular,15,may,576,4,yes
4020,3020,cellular,15,may,693,5,yes
4021,3021,cellular,15,may,1015,1,yes
4022,3022,cellular,15,may,663,1,yes
4023,3023,cellular,15,may,437,3,yes
4024,3024,cellular,15,may,562,2,yes
4025,3025,cellular,15,may,585,1,yes
4026,3026,cellular,15,may,659,1,yes
4027,3027,cellular,15,may,532,3,yes
4028,3028,cellular,15,may,837,1,yes
4029,3029,cellular,15,may,832,1,yes
4030,3030,cellular,15,may,830,1,yes
4031,3031,cellular,15,may,317,1,yes
4032,3032,cellular,15,may,611,5,yes
4033,3033,cellular,15,may,432,1,yes
4034,3034,cellular,15,may,858,3,yes
4035,3035,cellular,15,may,1012,3,yes
4036,3036,cellular,15,may,611,2,yes
4037,3037,cellular,15,may,885,3,yes
4038,3038,cellular,15,may,1111,5,yes
4039,3039,cellular,15,may,1357,4,yes
4040,3040,cellular,15,may,709,5,yes
4041,3041,cellular,15,may,406,4,yes
4042,3042,cellular,15,may,1002,4,yes
4043,3043,cellular,15,may,880,4,yes
4044,3044,cellular,15,may,655,3,yes
4045,3045,cellular,15,may,415,4,yes
4046,3046,cellular,15,may,1871,4,yes
4047,3047,telephone,15,may,462,4,yes
4048,3048,cellular,15,may,1313,7,yes
4049,3049,cellular,18,may,722,4,yes
4050,3050,cellular,18,may,1032,2,yes
4051,3051,cellular,18,may,536,2,yes
4052,3052,cellular,18,may,473,3,yes
4053,3053,cellular,18,may,906,2,yes
4054,3054,cellular,18,may,347,1,yes
4055,3055,cellular,18,may,442,1,yes
4056,3056,cellular,18,may,827,1,yes
4057,3057,cellular,18,may,903,4,yes
4058,3058,cellular,18,may,1340,1,yes
4059,3059,cellular,18,may,487,1,yes
4060,3060,cellular,18,may,666,1,yes
4061,3061,cellular,18,may,351,1,yes
4062,3062,cellular,18,may,357,1,yes
4063,3063,cellular,18,may,420,2,yes
4064,3064,cellular,18,may,391,1,yes
4065,3065,cellular,18,may,565,1,yes
4066,3066,cellular,18,may,431,1,yes
4067,3067,cellular,18,may,373,1,yes
4068,3068,cellular,18,may,616,1,yes
4069,3069,cellular,18,may,504,1,yes
4070,3070,cellular,18,may,1008,1,yes
4071,3071,cellular,18,may,525,1,yes
4072,3072,cellular,18,may,1063,1,yes
4073,3073,cellular,18,may,178,1,yes
4074,3074,cellular,18,may,525,1,yes
4075,3075,cellular,18,may,442,1,yes
4076,3076,cellular,18,may,618,1,yes
4077,3077,cellular,18,may,727,2,yes
4078,3078,cellular,18,may,801,5,yes
4079,3079,cellular,18,may,827,2,yes
4080,3080,cellular,18,may,1027,2,yes
4081,3081,cellular,18,may,732,2,yes
4082,3082,cellular,18,may,542,2,yes
4083,3083,cellular,18,may,1057,6,yes
4084,3084,cellular,18,may,256,2,yes
4085,3085,cellular,18,may,638,2,yes
4086,3086,cellular,18,may,1173,3,yes
4087,3087,cellular,18,may,1359,3,yes
4088,3088,cellular,18,may,390,5,yes
4089,3089,cellular,18,may,642,3,yes
4090,3090,cellular,18,may,639,2,yes
4091,3091,cellular,22,may,582,1,yes
4092,3092,cellular,22,may,354,1,yes
4093,3093,cellular,22,may,796,1,yes
4094,3094,cellular,22,may,186,1,yes
4095,3095,cellular,22,may,298,1,yes
4096,3096,cellular,22,may,431,1,yes
4097,3097,cellular,22,may,449,1,yes
4098,3098,cellular,22,may,271,1,yes
4099,3099,cellular,22,may,271,1,yes
4100,3100,cellular,22,may,554,2,yes
4101,3101,cellular,22,may,223,1,yes
4102,3102,cellular,22,may,182,2,yes
4103,3103,cellular,22,may,460,1,yes
4104,3104,cellular,22,may,198,1,yes
