account_id,customer_id,account_type,balance,has_credit_card,opened_date
6452,2452,current,110,yes,2020-04-30
6453,2453,fixed_deposit,1406,no,2020-05-01
6454,2454,current,0,no,2020-05-01
6455,2455,savings,2103,yes,2020-05-01
6456,2456,fixed_deposit,1599,yes,2020-05-01
6457,2457,current,925,yes,2020-05-01
6458,2458,current,-3,no,2020-05-01
6459,2459,savings,84,no,2020-05-01
6460,2460,current,1367,no,2020-05-01
6461,2461,savings,703,no,2020-05-01
6462,2462,current,0,yes,2020-05-01
6463,2463,savings,2646,yes,2020-05-01
6464,2464,current,572,yes,2020-05-01
6465,2465,fixed_deposit,107,yes,2020-05-02
6466,2466,savings,765,no,2020-05-02
6467,2467,fixed_deposit,-253,no,2020-05-02
6468,2468,savings,0,no,2020-05-02
6469,2469,fixed_deposit,2,no,2020-05-02
6470,2470,current,6,yes,2020-05-02
6471,2471,current,0,yes,2020-05-02
6472,2472,current,448,no,2020-05-02
6473,2473,fixed_deposit,4659,no,2020-05-02
6474,2474,savings,1528,yes,2020-05-02
6475,2475,savings,330,no,2020-05-02
6476,2476,current,731,no,2020-05-02
6477,2477,current,25,no,2020-05-03
6478,2478,current,587,no,2020-05-03
6479,2479,current,2557,no,2020-05-03
6480,2480,savings,275,no,2020-05-03
6481,2481,current,1129,no,2020-05-03
6482,2482,savings,2149,no,2020-05-03
6483,2483,current,855,yes,2020-05-03
6484,2484,savings,491,no,2020-05-03
6485,2485,savings,180,yes,2020-05-03
6486,2486,savings,133,yes,2020-05-03
6487,2487,savings,649,no,2020-05-03
6488,2488,current,1411,no,2020-05-03
6489,2489,savings,11174,yes,2020-05-04
6490,2490,savings,439,yes,2020-05-04
6491,2491,savings,6158,yes,2020-05-04
6492,2492,savings,3498,no,2020-05-04
6493,2493,savings,1801,yes,2020-05-04
6494,2494,savings,937,yes,2020-05-04
6495,2495,current,26,no,2020-05-04
6496,2496,current,-53,yes,2020-05-04
6497,2497,current,2337,no,2020-05-04
6498,2498,savings,1762,no,2020-05-04
6499,2499,savings,3469,yes,2020-05-04
6500,2500,fixed_deposit,545,no,2020-05-04
6501,2501,current,3480,no,2020-05-05
6502,2502,savings,183,no,2020-05-05
6503,2503,savings,2416,no,2020-05-05
6504,2504,savings,424,yes,2020-05-05
6505,2505,savings,0,no,2020-05-05
6506,2506,savings,294,no,2020-05-05
6507,2507,current,1598,yes,2020-05-05
6508,2508,current,268,yes,2020-05-05
6509,2509,current,214,yes,2020-05-05
6510,2510,current,240,yes,2020-05-05
6511,2511,current,2511,no,2020-05-05
6512,2512,current,4596,yes,2020-05-05
6513,2513,fixed_deposit,1273,yes,2020-05-06
6514,2514,savings,3994,no,2020-05-06
6515,2515,savings,469,yes,2020-05-06
6516,2516,savings,932,no,2020-05-06
6517,2517,current,844,no,2020-05-06
6518,2518,fixed_deposit,471,yes,2020-05-06
6519,2519,savings,63,no,2020-05-06
6520,2520,fixed_deposit,-779,no,2020-05-06
6521,2521,savings,293,yes,2020-05-06
6522,2522,fixed_deposit,294,yes,2020-05-06
6523,2523,savings,13546,no,2020-05-06
6524,2524,savings,329,no,2020-05-06
6525,2525,savings,69,no,2020-05-07
6526,2526,savings,-3058,yes,2020-05-07
6527,2527,savings,224,no,2020-05-07
6528,2528,savings,165,no,2020-05-07
6529,2529,current,397,no,2020-05-07
6530,2530,current,3154,no,2020-05-07
6531,2531,savings,1180,no,2020-05-07
6532,2532,current,-487,no,2020-05-07
6533,2533,current,879,no,2020-05-07
6534,2534,savings,806,no,2020-05-07
6535,2535,savings,674,yes,2020-05-07
6536,2536,savings,0,no,2020-05-07
6537,2537,savings,323,no,2020-05-08
6538,2538,current,921,yes,2020-05-08
6539,2539,savings,5303,no,2020-05-08
6540,2540,current,0,yes,2020-05-08
6541,2541,current,4004,no,2020-05-08
6542,2542,savings,386,no,2020-05-08
6543,2543,current,284,yes,2020-05-08
6544,2544,savings,-242,no,2020-05-08
6545,2545,fixed_deposit,1086,yes,2020-05-08
6546,2546,savings,2840,no,2020-05-08
6547,2547,current,43,no,2020-05-08
6548,2548,current,3229,yes,2020-05-08
6549,2549,savings,341,yes,2020-05-09
6550,2550,current,0,yes,2020-05-09
6551,2551,fixed_deposit,-19,no,2020-05-09
6552,2552,current,243,no,2020-05-09
6553,2553,current,2575,yes,2020-05-09
6554,2554,fixed_deposit,105,yes,2020-05-09
6555,2555,savings,0,yes,2020-05-09
6556,2556,savings,-443,no,2020-05-09
6557,2557,current,1524,no,2020-05-09
6558,2558,savings,1925,yes,2020-05-09
6559,2559,current,240,no,2020-05-09
6560,2560,fixed_deposit,387,yes,2020-05-09
6561,2561,savings,13,no,2020-05-10
6562,2562,savings,3203,no,2020-05-10
6563,2563,current,606,no,2020-05-10
6564,2564,savings,0,no,2020-05-10
6565,2565,current,527,no,2020-05-10
6566,2566,savings,309,no,2020-05-10
6567,2567,current,4333,no,2020-05-10
6568,2568,savings,253,yes,2020-05-10
6569,2569,current,6807,yes,2020-05-10
6570,2570,savings,83,yes,2020-05-10
6571,2571,current,819,no,2020-05-10
6572,2572,savings,1968,yes,2020-05-10
6573,2573,current,136,yes,2020-05-11
6574,2574,fixed_deposit,1995,no,2020-05-11
6575,2575,savings,285,yes,2020-05-11
6576,2576,savings,621,no,2020-05-11
6577,2577,savings,597,no,2020-05-11
6578,2578,current,0,no,2020-05-11
6579,2579,current,1750,no,2020-05-11
6580,2580,current,10086,no,2020-05-11
6581,2581,savings,3466,no,2020-05-11
6582,2582,savings,2193,yes,2020-05-11
6583,2583,current,2282,no,2020-05-11
6584,2584,savings,1973,yes,2020-05-11
6585,2585,fixed_deposit,10925,yes,2020-05-12
6586,2586,savings,704,no,2020-05-12
6587,2587,current,9480,yes,2020-05-12
6588,2588,savings,3391,yes,2020-05-12
6589,2589,savings,1134,yes,2020-05-12
6590,2590,current,6281,yes,2020-05-12
6591,2591,current,123,yes,2020-05-12
6592,2592,fixed_deposit,8556,yes,2020-05-12
6593,2593,savings,0,no,2020-05-12
6594,2594,savings,2,no,2020-05-12
6595,2595,current,1108,yes,2020-05-12
6596,2596,current,212,no,2020-05-12
6597,2597,savings,5110,yes,2020-05-13
6598,2598,savings,17,yes,2020-05-13
6599,2599,savings,942,yes,2020-05-13
6600,2600,fixed_deposit,0,no,2020-05-13
6601,2601,savings,882,no,2020-05-13
6602,2602,savings,81,no,2020-05-13
6603,2603,savings,276,no,2020-05-13
6604,2604,savings,2991,no,2020-05-13
6605,2605,savings,90,no,2020-05-13
6606,2606,current,3754,no,2020-05-13
6607,2607,savings,395,yes,2020-05-13
6608,2608,current,676,yes,2020-05-13
6609,2609,savings,8,no,2020-05-14
6610,2610,current,0,no,2020-05-14
6611,2611,fixed_deposit,2069,yes,2020-05-14
6612,2612,current,506,yes,2020-05-14
6613,2613,current,8,no,2020-05-14
6614,2614,savings,670,no,2020-05-14
6615,2615,savings,0,yes,2020-05-14
6616,2616,current,1939,no,2020-05-14
6617,2617,fixed_deposit,1780,no,2020-05-14
6618,2618,current,0,no,2020-05-14
6619,2619,current,955,no,2020-05-14
6620,2620,current,732,no,2020-05-14
6621,2621,savings,2022,yes,2020-05-15
6622,2622,savings,4099,yes,2020-05-15
6623,2623,current,4917,no,2020-05-15
6624,2624,fixed_deposit,2883,no,2020-05-15
6625,2625,savings,1374,yes,2020-05-15
6626,2626,current,398,no,2020-05-15
6627,2627,savings,3027,no,2020-05-15
6628,2628,current,2974,yes,2020-05-15
6629,2629,savings,1081,yes,2020-05-15
6630,2630,savings,383,yes,2020-05-15
6631,2631,current,3913,no,2020-05-15
6632,2632,savings,3287,no,2020-05-15
6633,2633,current,3629,no,2020-05-16
6634,2634,current,132,no,2020-05-16
6635,2635,fixed_deposit,726,no,2020-05-16
6636,2636,savings,149,no,2020-05-16
6637,2637,savings,640,no,2020-05-16
6638,2638,savings,7707,no,2020-05-16
6639,2639,fixed_deposit,53,no,2020-05-16
6640,2640,fixed_deposit,15,yes,2020-05-16
6641,2641,current,242,no,2020-05-16
6642,2642,current,377,yes,2020-05-16
6643,2643,current,94,no,2020-05-16
6644,2644,current,363,no,2020-05-16
6645,2645,savings,1970,yes,2020-05-17
6646,2646,current,1167,yes,2020-05-17
6647,2647,savings,193,no,2020-05-17
6648,2648,current,0,no,2020-05-17
6649,2649,current,78,yes,2020-05-17
6650,2650,current,1291,no,2020-05-17
6651,2651,savings,1425,yes,2020-05-17
6652,2652,savings,3382,yes,2020-05-17
6653,2653,savings,5583,yes,2020-05-17
6654,2654,savings,1230,yes,2020-05-17
6655,2655,savings,96,no,2020-05-17
6656,2656,fixed_deposit,224,no,2020-05-17
6657,2657,current,0,no,2020-05-18
6658,2658,savings,1730,no,2020-05-18
6659,2659,savings,697,yes,2020-05-18
6660,2660,savings,943,no,2020-05-18
6661,2661,current,1458,yes,2020-05-18
6662,2662,current,95,no,2020-05-18
6663,2663,fixed_deposit,2308,no,2020-05-18
6664,2664,savings,5701,yes,2020-05-18
6665,2665,fixed_deposit,1529,no,2020-05-18
6666,2666,fixed_deposit,292,yes,2020-05-18
6667,2667,savings,7468,yes,2020-05-18
6668,2668,fixed_deposit,1559,yes,2020-05-18
6669,2669,savings,1693,yes,2020-05-19
6670,2670,current,757,yes,2020-05-19
6671,2671,savings,201,yes,2020-05-19
6672,2672,fixed_deposit,1070,no,2020-05-19
6673,2673,fixed_deposit,1330,yes,2020-05-19
6674,2674,current,314,no,2020-05-19
6675,2675,current,677,no,2020-05-19
6676,2676,savings,2845,no,2020-05-19
6677,2677,savings,-32,yes,2020-05-19
6678,2678,savings,398,yes,2020-05-19
6679,2679,savings,0,no,2020-05-19
6680,2680,current,1337,no,2020-05-19
6681,2681,savings,493,no,2020-05-20
6682,2682,fixed_deposit,1750,yes,2020-05-20
6683,2683,current,4401,no,2020-05-20
6684,2684,current,193,yes,2020-05-20
6685,2685,savings,5106,no,2020-05-20
6686,2686,fixed_deposit,994,no,2020-05-20
6687,2687,fixed_deposit,1101,yes,2020-05-20
6688,2688,savings,129,no,2020-05-20
6689,2689,current,6060,yes,2020-05-20
6690,2690,current,55,no,2020-05-20
6691,2691,savings,1624,no,2020-05-20
6692,2692,current,341,no,2020-05-20
6693,2693,savings,2016,yes,2020-05-21
6694,2694,savings,255,yes,2020-05-21
6695,2695,savings,4684,no,2020-05-21
6696,2696,savings,1052,no,2020-05-21
6697,2697,savings,1808,no,2020-05-21
6698,2698,savings,3511,yes,2020-05-21
6699,2699,fixed_deposit,518,yes,2020-05-21
6700,2700,current,227,no,2020-05-21
6701,2701,fixed_deposit,270,no,2020-05-21
6702,2702,savings,4733,no,2020-05-21
6703,2703,savings,6657,no,2020-05-21
6704,2704,current,613,no,2020-05-21
6705,2705,savings,5462,yes,2020-05-22
6706,2706,savings,674,yes,2020-05-22
6707,2707,current,364,no,2020-05-22
6708,2708,savings,181,no,2020-05-22
6709,2709,current,474,no,2020-05-22
6710,2710,current,219,no,2020-05-22
6711,2711,savings,86,yes,2020-05-22
6712,2712,savings,1170,yes,2020-05-22
6713,2713,current,18,no,2020-05-22
6714,2714,savings,197,no,2020-05-22
6715,2715,savings,938,no,2020-05-22
6716,2716,fixed_deposit,1228,no,2020-05-22
6717,2717,savings,2156,no,2020-05-23
6718,2718,current,2408,yes,2020-05-23
6719,2719,fixed_deposit,35,no,2020-05-23
6720,2720,savings,393,no,2020-05-23
6721,2721,savings,618,no,2020-05-23
6722,2722,savings,1608,no,2020-05-23
6723,2723,savings,699,yes,2020-05-23
6724,2724,savings,5802,yes,2020-05-23
6725,2725,current,2749,yes,2020-05-23
6726,2726,savings,1162,yes,2020-05-23
6727,2727,current,776,no,2020-05-23
6728,2728,fixed_deposit,1619,no,2020-05-23
6729,2729,current,139,no,2020-05-24
6730,2730,current,2816,no,2020-05-24
6731,2731,savings,507,yes,2020-05-24
6732,2732,current,98,no,2020-05-24
6733,2733,current,2753,yes,2020-05-24
6734,2734,savings,0,yes,2020-05-24
6735,2735,savings,498,no,2020-05-24
6736,2736,fixed_deposit,700,no,2020-05-24
6737,2737,savings,4152,no,2020-05-24
6738,2738,savings,927,yes,2020-05-24
6739,2739,savings,2252,no,2020-05-24
6740,2740,savings,0,yes,2020-05-24
6741,2741,current,0,yes,2020-05-25
6742,2742,current,728,no,2020-05-25
6743,2743,current,354,no,2020-05-25
6744,2744,savings,382,no,2020-05-25
6745,2745,savings,36252,no,2020-05-25
6746,2746,savings,158,no,2020-05-25
6747,2747,savings,734,no,2020-05-25
6748,2748,savings,305,no,2020-05-25
6749,2749,current,10252,no,2020-05-25
6750,2750,savings,3141,no,2020-05-25
6751,2751,current,236,no,2020-05-25
6752,2752,savings,5437,yes,2020-05-25
6753,2753,savings,133,no,2020-05-26
6754,2754,savings,640,no,2020-05-26
6755,2755,fixed_deposit,253,yes,2020-05-26
6756,2756,current,5060,no,2020-05-26
6757,2757,fixed_deposit,902,yes,2020-05-26
6758,2758,savings,335,no,2020-05-26
6759,2759,savings,1,no,2020-05-26
6760,2760,current,1451,yes,2020-05-26
6761,2761,savings,1636,no,2020-05-26
6762,2762,current,3221,no,2020-05-26
6763,2763,savings,316,no,2020-05-26
6764,2764,savings,2044,yes,2020-05-26
6765,2765,savings,557,no,2020-05-27
6766,2766,savings,489,no,2020-05-27
6767,2767,current,1138,no,2020-05-27
6768,2768,savings,188,no,2020-05-27
6769,2769,savings,1998,no,2020-05-27
6770,2770,savings,520,no,2020-05-27
6771,2771,savings,6368,no,2020-05-27
6772,2772,current,2666,yes,2020-05-27
6773,2773,fixed_deposit,4182,no,2020-05-27
6774,2774,fixed_deposit,3271,no,2020-05-27
6775,2775,current,163,no,2020-05-27
6776,2776,savings,1515,yes,2020-05-27
6777,2777,current,803,yes,2020-05-28
6778,2778,savings,400,yes,2020-05-28
6779,2779,savings,2454,yes,2020-05-28
6780,2780,current,533,no,2020-05-28
6781,2781,savings,2352,yes,2020-05-28
6782,2782,fixed_deposit,9367,no,2020-05-28
6783,2783,savings,237,yes,2020-05-28
6784,2784,current,444,yes,2020-05-28
6785,2785,current,9407,no,2020-05-28
6786,2786,fixed_deposit,387,yes,2020-05-28
6787,2787,current,2971,no,2020-05-28
6788,2788,current,2643,yes,2020-05-28
6789,2789,savings,261,no,2020-05-29
6790,2790,current,514,no,2020-05-29
6791,2791,savings,5872,no,2020-05-29
6792,2792,current,-368,yes,2020-05-29
6793,2793,current,188,no,2020-05-29
6794,2794,current,61,no,2020-05-29
6795,2795,savings,2160,no,2020-05-29
6796,2796,savings,658,no,2020-05-29
6797,2797,current,0,yes,2020-05-29
6798,2798,savings,196,no,2020-05-29
6799,2799,savings,94,yes,2020-05-29
6800,2800,savings,326,yes,2020-05-29
6801,2801,fixed_deposit,-395,no,2020-05-30
6802,2802,current,9328,yes,2020-05-30
6803,2803,savings,-522,yes,2020-05-30
6804,2804,savings,1286,yes,2020-05-30
6805,2805,savings,710,no,2020-05-30
6806,2806,current,3,no,2020-05-30
6807,2807,current,0,no,2020-05-30
6808,2808,savings,141,yes,2020-05-30
6809,2809,savings,53,no,2020-05-30
6810,2810,savings,415,no,2020-05-30
6811,2811,current,0,no,2020-05-30
6812,2812,current,1979,yes,2020-05-30
6813,2813,savings,0,no,2020-05-31
6814,2814,savings,7506,no,2020-05-31
6815,2815,savings,752,yes,2020-05-31
6816,2816,fixed_deposit,99,yes,2020-05-31
6817,2817,savings,266,yes,2020-05-31
6818,2818,current,27,no,2020-05-31
6819,2819,current,524,yes,2020-05-31
6820,2820,savings,5990,no,2020-05-31
6821,2821,savings,3935,yes,2020-05-31
6822,2822,savings,991,no,2020-05-31
6823,2823,current,59,yes,2020-05-31
6824,2824,current,1598,no,2020-05-31
6825,2825,current,0,no,2020-06-01
6826,2826,current,802,yes,2020-06-01
6827,2827,savings,2465,no,2020-06-01
6828,2828,fixed_deposit,114,yes,2020-06-01
6829,2829,current,1461,no,2020-06-01
6830,2830,savings,475,no,2020-06-01
6831,2831,fixed_deposit,4,yes,2020-06-01
6832,2832,current,1618,yes,2020-06-01
6833,2833,current,-271,yes,2020-06-01
6834,2834,current,2166,no,2020-06-01
6835,2835,current,4031,no,2020-06-01
6836,2836,current,5024,no,2020-06-01
6837,2837,savings,-1944,yes,2020-06-02
6838,2838,savings,3025,yes,2020-06-02
6839,2839,fixed_deposit,2090,no,2020-06-02
6840,2840,savings,0,yes,2020-06-02
6841,2841,savings,1429,no,2020-06-02
6842,2842,savings,0,yes,2020-06-02
6843,2843,savings,311,yes,2020-06-02
6844,2844,current,66,no,2020-06-02
6845,2845,fixed_deposit,2146,no,2020-06-02
6846,2846,savings,356,no,2020-06-02
6847,2847,savings,62,yes,2020-06-02
6848,2848,savings,-106,yes,2020-06-02
6849,2849,fixed_deposit,608,no,2020-06-03
6850,2850,current,291,no,2020-06-03
6851,2851,savings,-184,no,2020-06-03
6852,2852,current,2345,yes,2020-06-03
6853,2853,fixed_deposit,4,no,2020-06-03
6854,2854,current,6005,no,2020-06-03
6855,2855,fixed_deposit,333,no,2020-06-03
6856,2856,savings,3041,no,2020-06-03
6857,2857,current,4,no,2020-06-03
6858,2858,savings,603,no,2020-06-03
6859,2859,current,0,no,2020-06-03
6860,2860,current,830,no,2020-06-03
6861,2861,current,962,no,2020-06-04
6862,2862,current,185,no,2020-06-04
6863,2863,savings,-9,no,2020-06-04
6864,2864,current,891,yes,2020-06-04
6865,2865,fixed_deposit,148,yes,2020-06-04
6866,2866,fixed_deposit,1374,yes,2020-06-04
6867,2867,savings,-556,yes,2020-06-04
6868,2868,savings,1612,yes,2020-06-04
6869,2869,savings,0,yes,2020-06-04
6870,2870,current,-109,yes,2020-06-04
6871,2871,current,580,no,2020-06-04
6872,2872,savings,4500,yes,2020-06-04
6873,2873,current,-192,yes,2020-06-05
6874,2874,current,-438,no,2020-06-05
6875,2875,current,-701,no,2020-06-05
6876,2876,current,1400,no,2020-06-05
6877,2877,current,5293,no,2020-06-05
6878,2878,current,785,no,2020-06-05
6879,2879,savings,373,no,2020-06-05
6880,2880,current,763,no,2020-06-05
6881,2881,current,1236,no,2020-06-05
6882,2882,fixed_deposit,-811,no,2020-06-05
6883,2883,current,7279,no,2020-06-05
6884,2884,current,479,no,2020-06-05
6885,2885,savings,199,yes,2020-06-06
6886,2886,savings,1808,no,2020-06-06
6887,2887,savings,2,no,2020-06-06
6888,2888,savings,-106,no,2020-06-06
6889,2889,current,670,no,2020-06-06
6890,2890,fixed_deposit,-361,no,2020-06-06
6891,2891,savings,159,no,2020-06-06
6892,2892,savings,151,no,2020-06-06
6893,2893,current,518,yes,2020-06-06
6894,2894,savings,5073,no,2020-06-06
6895,2895,current,607,yes,2020-06-06
6896,2896,current,-308,yes,2020-06-06
6897,2897,current,367,no,2020-06-07
6898,2898,savings,855,yes,2020-06-07
6899,2899,savings,1240,no,2020-06-07
6900,2900,current,663,yes,2020-06-07
6901,2901,current,895,yes,2020-06-07
6902,2902,savings,804,no,2020-06-07
6903,2903,current,-407,yes,2020-06-07
6904,2904,savings,802,no,2020-06-07
6905,2905,current,912,no,2020-06-07
6906,2906,savings,355,no,2020-06-07
6907,2907,fixed_deposit,3,no,2020-06-07
6908,2908,savings,0,no,2020-06-07
6909,2909,savings,1836,no,2020-06-08
6910,2910,savings,1425,no,2020-06-08
6911,2911,savings,963,yes,2020-06-08
6912,2912,fixed_deposit,145,no,2020-06-08
6913,2913,fixed_deposit,634,no,2020-06-08
6914,2914,savings,87,no,2020-06-08
6915,2915,savings,-522,no,2020-06-08
6916,2916,current,319,no,2020-06-08
6917,2917,fixed_deposit,0,no,2020-06-08
6918,2918,current,478,no,2020-06-08
6919,2919,savings,-276,yes,2020-06-08
6920,2920,savings,4227,yes,2020-06-08
6921,2921,current,2785,no,2020-06-09
6922,2922,savings,1401,no,2020-06-09
6923,2923,current,0,yes,2020-06-09
6924,2924,savings,1852,yes,2020-06-09
6925,2925,current,462,yes,2020-06-09
6926,2926,savings,800,no,2020-06-09
6927,2927,current,221,no,2020-06-09
6928,2928,savings,1089,no,2020-06-09
6929,2929,current,451,yes,2020-06-09
6930,2930,savings,496,yes,2020-06-09
6931,2931,current,1080,yes,2020-06-09
6932,2932,current,1064,yes,2020-06-09
6933,2933,current,297,no,2020-06-10
6934,2934,current,3,no,2020-06-10
6935,2935,current,76,yes,2020-06-10
6936,2936,current,398,yes,2020-06-10
6937,2937,savings,83,yes,2020-06-10
6938,2938,current,879,no,2020-06-10
6939,2939,savings,210,yes,2020-06-10
6940,2940,savings,-276,yes,2020-06-10
6941,2941,savings,863,yes,2020-06-10
6942,2942,savings,228,no,2020-06-10
6943,2943,current,1396,no,2020-06-10
6944,2944,current,-19,no,2020-06-10
6945,2945,current,2253,yes,2020-06-11
6946,2946,current,0,no,2020-06-11
6947,2947,savings,265,no,2020-06-11
6948,2948,savings,-54,yes,2020-06-11
6949,2949,savings,3821,yes,2020-06-11
6950,2950,savings,0,no,2020-06-11
6951,2951,savings,-7,yes,2020-06-11
6952,2952,savings,830,no,2020-06-11
6953,2953,current,0,no,2020-06-11
6954,2954,current,4406,no,2020-06-11
6955,2955,fixed_deposit,437,yes,2020-06-11
6956,2956,fixed_deposit,54,no,2020-06-11
6957,2957,current,-454,no,2020-06-12
6958,2958,savings,1006,yes,2020-06-12
6959,2959,current,2999,no,2020-06-12
6960,2960,current,85,yes,2020-06-12
6961,2961,savings,17924,yes,2020-06-12
6962,2962,savings,8180,no,2020-06-12
6963,2963,current,2431,yes,2020-06-12
6964,2964,savings,341,yes,2020-06-12
6965,2965,current,4963,yes,2020-06-12
6966,2966,current,8781,no,2020-06-12
6967,2967,savings,-504,no,2020-06-12
6968,2968,savings,1738,yes,2020-06-12
6969,2969,savings,214,no,2020-06-13
6970,2970,savings,684,yes,2020-06-13
6971,2971,savings,580,no,2020-06-13
6972,2972,current,273,no,2020-06-13
6973,2973,savings,811,no,2020-06-13
6974,2974,current,0,no,2020-06-13
6975,2975,savings,1354,no,2020-06-13
6976,2976,fixed_deposit,-254,yes,2020-06-13
6977,2977,savings,-449,no,2020-06-13
6978,2978,savings,7863,yes,2020-06-13
6979,2979,fixed_deposit,336,no,2020-06-13
6980,2980,current,1049,yes,2020-06-13
6981,2981,savings,6089,yes,2020-06-14
6982,2982,current,-42,yes,2020-06-14
6983,2983,savings,953,yes,2020-06-14
6984,2984,savings,315,no,2020-06-14
6985,2985,savings,5845,no,2020-06-14
6986,2986,savings,378,no,2020-06-14
6987,2987,current,765,no,2020-06-14
6988,2988,savings,5795,no,2020-06-14
6989,2989,savings,315,yes,2020-06-14
6990,2990,current,916,yes,2020-06-14
6991,2991,current,124,yes,2020-06-14
6992,2992,savings,207,yes,2020-06-14
6993,2993,current,422,yes,2020-06-15
6994,2994,savings,125,yes,2020-06-15
6995,2995,current,2,yes,2020-06-15
6996,2996,current,7066,yes,2020-06-15
6997,2997,fixed_deposit,146,no,2020-06-15
6998,2998,savings,496,yes,2020-06-15
6999,2999,savings,-40,no,2020-06-15
7000,3000,savings,140,no,2020-06-15
7001,3001,savings,77,no,2020-06-15
7002,3002,savings,22,yes,2020-06-15
7003,3003,fixed_deposit,-51,yes,2020-06-15
7004,3004,savings,26,yes,2020-06-15
7005,3005,savings,154,yes,2020-06-16
7006,3006,current,534,yes,2020-06-16
7007,3007,savings,1265,no,2020-06-16
7008,3008,current,-466,no,2020-06-16
7009,3009,savings,38,no,2020-06-16
7010,3010,savings,703,no,2020-06-16
7011,3011,savings,685,yes,2020-06-16
7012,3012,savings,780,no,2020-06-16
7013,3013,fixed_deposit,-67,yes,2020-06-16
7014,3014,savings,1085,no,2020-06-16
7015,3015,current,29,no,2020-06-16
7016,3016,savings,560,no,2020-06-16
7017,3017,savings,22,yes,2020-06-17
7018,3018,fixed_deposit,6567,no,2020-06-17
7019,3019,savings,2139,yes,2020-06-17
7020,3020,current,582,yes,2020-06-17
7021,3021,fixed_deposit,194,yes,2020-06-17
7022,3022,current,353,yes,2020-06-17
7023,3023,fixed_deposit,341,no,2020-06-17
7024,3024,savings,-172,no,2020-06-17
7025,3025,savings,-639,yes,2020-06-17
7026,3026,savings,864,no,2020-06-17
7027,3027,current,134,no,2020-06-17
7028,3028,fixed_deposit,50,no,2020-06-17
7029,3029,savings,507,no,2020-06-18
7030,3030,current,480,yes,2020-06-18
7031,3031,savings,-22,yes,2020-06-18
7032,3032,current,878,no,2020-06-18
7033,3033,savings,2574,no,2020-06-18
7034,3034,fixed_deposit,2734,no,2020-06-18
7035,3035,current,241,no,2020-06-18
7036,3036,savings,129,no,2020-06-18
7037,3037,savings,41,yes,2020-06-18
7038,3038,savings,3387,yes,2020-06-18
7039,3039,savings,148,yes,2020-06-18
7040,3040,savings,249,no,2020-06-18
7041,3041,fixed_deposit,5774,no,2020-06-19
7042,3042,current,0,no,2020-06-19
7043,3043,current,1841,no,2020-06-19
7044,3044,savings,2120,no,2020-06-19
7045,3045,fixed_deposit,297,no,2020-06-19
7046,3046,current,89,no,2020-06-19
7047,3047,savings,827,yes,2020-06-19
7048,3048,current,205,no,2020-06-19
7049,3049,current,3743,no,2020-06-19
7050,3050,savings,117,yes,2020-06-19
7051,3051,savings,-493,yes,2020-06-19
7052,3052,savings,62,no,2020-06-19
7053,3053,savings,2040,yes,2020-06-20
7054,3054,fixed_deposit,344,no,2020-06-20
7055,3055,current,230,yes,2020-06-20
7056,3056,current,1277,no,2020-06-20
7057,3057,savings,104,no,2020-06-20
7058,3058,savings,706,yes,2020-06-20
7059,3059,current,174,no,2020-06-20
7060,3060,current,239,no,2020-06-20
7061,3061,savings,513,no,2020-06-20
7062,3062,current,7290,no,2020-06-20
7063,3063,current,5909,no,2020-06-20
7064,3064,savings,-195,yes,2020-06-20
7065,3065,savings,3917,no,2020-06-21
7066,3066,current,352,no,2020-06-21
7067,3067,savings,615,yes,2020-06-21
7068,3068,savings,0,yes,2020-06-21
7069,3069,savings,217,yes,2020-06-21
7070,3070,savings,1015,no,2020-06-21
7071,3071,current,409,no,2020-06-21
7072,3072,current,1119,yes,2020-06-21
7073,3073,savings,12198,no,2020-06-21
7074,3074,fixed_deposit,235,no,2020-06-21
7075,3075,fixed_deposit,170,yes,2020-06-21
7076,3076,fixed_deposit,-357,no,2020-06-21
7077,3077,savings,2145,no,2020-06-22
7078,3078,savings,-454,no,2020-06-22
7079,3079,fixed_deposit,-887,yes,2020-06-22
7080,3080,current,292,yes,2020-06-22
7081,3081,savings,139,yes,2020-06-22
7082,3082,savings,2684,no,2020-06-22
7083,3083,savings,-1,no,2020-06-22
7084,3084,fixed_deposit,1387,no,2020-06-22
7085,3085,current,-522,yes,2020-06-22
7086,3086,savings,-242,yes,2020-06-22
7087,3087,savings,719,no,2020-06-22
7088,3088,current,0,no,2020-06-22
7089,3089,current,497,no,2020-06-23
7090,3090,savings,76,no,2020-06-23
7091,3091,current,397,yes,2020-06-23
7092,3092,fixed_deposit,3723,yes,2020-06-23
7093,3093,savings,1625,yes,2020-06-23
7094,3094,current,106,yes,2020-06-23
7095,3095,savings,1543,yes,2020-06-23
7096,3096,current,2239,yes,2020-06-23
7097,3097,current,1977,yes,2020-06-23
7098,3098,current,0,yes,2020-06-23
7099,3099,current,2145,no,2020-06-23
7100,3100,savings,116,yes,2020-06-23
7101,3101,fixed_deposit,620,no,2020-06-24
7102,3102,current,307,no,2020-06-24
7103,3103,savings,7702,no,2020-06-24
7104,3104,current,3733,no,2020-06-24
7105,3105,current,3993,yes,2020-06-24
7106,3106,savings,428,no,2020-06-24
7107,3107,fixed_deposit,5310,no,2020-06-24
7108,3108,fixed_deposit,2509,no,2020-06-24
7109,3109,savings,255,yes,2020-06-24
7110,3110,fixed_deposit,616,yes,2020-06-24
7111,3111,savings,733,yes,2020-06-24
